#Mapping quality	mapping quality
1.0	1.0
2.0	1.0
3.0	27.0
4.0	56.0
5.0	51.0
6.0	35.0
7.0	97.0
8.0	278.0
9.0	136.0
10.0	180.0
11.0	243.0
12.0	188.0
13.0	112.0
14.0	97.0
15.0	74.0
16.0	74.0
17.0	101.0
18.0	99.0
19.0	210.0
20.0	213.0
21.0	142.0
22.0	60.0
23.0	115.0
24.0	76.0
25.0	91.0
26.0	98.0
27.0	113.0
28.0	64.0
29.0	44.0
30.0	35.0
31.0	34.0
32.0	35.0
33.0	46.0
34.0	66.0
35.0	198.0
36.0	87.0
37.0	159.0
38.0	124.0
39.0	90.0
40.0	139.0
41.0	157.0
42.0	173.0
43.0	107.0
44.0	140.0
45.0	155.0
46.0	199.0
47.0	111.0
48.0	144.0
49.0	90.0
50.0	148.0
51.0	84.0
52.0	178.0
53.0	235.0
54.0	331.0
55.0	185.0
56.0	223.0
57.0	727.0
58.0	924.0
59.0	10704.0
60.0	10799.0
