#Insert size (bp)	insert size
4.0	1.0
12.0	1.0
19.0	1.0
27.0	2.0
30.0	1.0
31.0	1.0
44.0	1.0
49.0	1.0
54.0	1.0
57.0	3.0
58.0	1.0
60.0	2.0
61.0	1.0
62.0	1.0
63.0	1.0
64.0	1.0
65.0	1.0
66.0	2.0
67.0	1.0
70.0	2.0
71.0	2.0
73.0	2.0
74.0	1.0
75.0	2.0
76.0	1.0
77.0	2.0
78.0	1.0
79.0	3.0
80.0	1.0
81.0	1.0
82.0	1.0
83.0	1.0
84.0	2.0
85.0	4.0
86.0	4.0
87.0	3.0
88.0	6.0
89.0	7.0
90.0	4.0
91.0	4.0
92.0	3.0
93.0	6.0
94.0	2.0
95.0	2.0
96.0	5.0
97.0	4.0
98.0	5.0
99.0	5.0
100.0	7.0
101.0	5.0
102.0	7.0
103.0	8.0
104.0	12.0
105.0	7.0
106.0	3.0
107.0	7.0
108.0	3.0
109.0	5.0
110.0	22.0
111.0	9.0
112.0	7.0
113.0	3.0
114.0	7.0
115.0	3.0
116.0	6.0
117.0	11.0
118.0	5.0
119.0	8.0
120.0	8.0
121.0	5.0
122.0	6.0
123.0	13.0
124.0	7.0
125.0	7.0
126.0	4.0
127.0	7.0
128.0	3.0
129.0	7.0
130.0	10.0
131.0	15.0
132.0	7.0
133.0	7.0
134.0	15.0
135.0	10.0
136.0	6.0
137.0	7.0
138.0	17.0
139.0	3.0
140.0	7.0
141.0	12.0
142.0	2.0
143.0	10.0
144.0	13.0
145.0	7.0
146.0	12.0
147.0	7.0
148.0	8.0
149.0	9.0
150.0	5.0
151.0	5.0
152.0	7.0
153.0	10.0
154.0	8.0
155.0	6.0
156.0	18.0
157.0	12.0
158.0	7.0
159.0	13.0
160.0	7.0
161.0	5.0
162.0	11.0
163.0	13.0
164.0	6.0
165.0	11.0
166.0	9.0
167.0	5.0
168.0	11.0
169.0	8.0
170.0	8.0
171.0	3.0
172.0	19.0
173.0	9.0
174.0	9.0
175.0	12.0
176.0	3.0
177.0	2.0
178.0	4.0
179.0	11.0
180.0	6.0
181.0	6.0
182.0	9.0
183.0	2.0
184.0	6.0
185.0	3.0
186.0	8.0
187.0	9.0
188.0	3.0
189.0	9.0
190.0	11.0
191.0	7.0
192.0	20.0
193.0	13.0
194.0	7.0
195.0	11.0
196.0	12.0
197.0	9.0
198.0	6.0
199.0	2.0
200.0	11.0
201.0	6.0
202.0	8.0
203.0	6.0
204.0	10.0
205.0	49.0
206.0	3.0
207.0	24.0
208.0	12.0
209.0	12.0
210.0	16.0
211.0	2.0
212.0	6.0
213.0	5.0
214.0	5.0
215.0	23.0
216.0	14.0
217.0	6.0
218.0	5.0
219.0	12.0
220.0	6.0
221.0	10.0
222.0	5.0
223.0	4.0
224.0	11.0
225.0	11.0
226.0	10.0
227.0	4.0
228.0	7.0
229.0	11.0
230.0	9.0
231.0	13.0
232.0	4.0
233.0	11.0
234.0	7.0
235.0	7.0
236.0	4.0
237.0	11.0
238.0	6.0
239.0	11.0
240.0	12.0
241.0	6.0
242.0	15.0
243.0	5.0
244.0	11.0
245.0	6.0
246.0	4.0
247.0	9.0
248.0	10.0
249.0	5.0
250.0	13.0
251.0	5.0
252.0	8.0
253.0	3.0
254.0	7.0
255.0	6.0
256.0	9.0
257.0	2.0
258.0	4.0
259.0	1.0
260.0	3.0
261.0	5.0
262.0	5.0
263.0	4.0
264.0	6.0
265.0	8.0
266.0	8.0
267.0	1.0
268.0	6.0
269.0	10.0
270.0	2.0
271.0	6.0
272.0	7.0
273.0	10.0
274.0	4.0
275.0	5.0
276.0	3.0
277.0	4.0
278.0	1.0
279.0	6.0
280.0	8.0
281.0	4.0
282.0	3.0
283.0	4.0
284.0	4.0
285.0	4.0
286.0	5.0
287.0	2.0
288.0	10.0
289.0	1.0
290.0	9.0
291.0	6.0
292.0	5.0
293.0	5.0
294.0	3.0
295.0	5.0
