#Coverage (X)	Coverage
1.0	78.68775708122931
2.0	57.408955623181626
3.0	37.89586329130857
4.0	24.117981473430774
5.0	13.50031769387688
6.0	6.511052402768968
7.0	3.190315352974636
8.0	1.8794100926328667
9.0	0.6721733605324118
10.0	0.1170451125305334
11.0	0.1170451125305334
12.0	0.1170451125305334
13.0	0.11370096645823935
14.0	0.11370096645823935
15.0	0.11370096645823935
16.0	0.11370096645823935
17.0	0.11370096645823935
18.0	0.11370096645823935
19.0	0.11370096645823935
20.0	0.11370096645823935
21.0	0.11370096645823935
22.0	0.11370096645823935
23.0	0.11370096645823935
24.0	0.11370096645823935
25.0	0.11370096645823935
26.0	0.11370096645823935
27.0	0.11370096645823935
28.0	0.11370096645823935
29.0	0.11370096645823935
30.0	0.11370096645823935
31.0	0.11370096645823935
32.0	0.11370096645823935
33.0	0.11370096645823935
34.0	0.11370096645823935
35.0	0.11370096645823935
36.0	0.11370096645823935
37.0	0.11370096645823935
38.0	0.11370096645823935
39.0	0.11370096645823935
40.0	0.11370096645823935
41.0	0.11370096645823935
42.0	0.11370096645823935
43.0	0.11370096645823935
44.0	0.11370096645823935
45.0	0.11370096645823935
46.0	0.11370096645823935
47.0	0.11370096645823935
48.0	0.1103568203859453
49.0	0.1103568203859453
50.0	0.1103568203859453
51.0	0.1103568203859453
