#Duplication rate	Coverage
1.0	1489.0
2.0	1478.0
3.0	820.0
4.0	846.0
5.0	623.0
6.0	582.0
7.0	391.0
8.0	391.0
9.0	274.0
10.0	259.0
11.0	216.0
12.0	185.0
13.0	169.0
14.0	146.0
15.0	120.0
16.0	105.0
17.0	82.0
18.0	80.0
19.0	62.0
20.0	56.0
21.0	62.0
22.0	51.0
23.0	42.0
24.0	28.0
25.0	31.0
26.0	19.0
27.0	34.0
28.0	21.0
29.0	20.0
30.0	19.0
31.0	19.0
32.0	13.0
33.0	10.0
34.0	11.0
35.0	10.0
36.0	13.0
37.0	7.0
38.0	11.0
39.0	4.0
40.0	3.0
41.0	2.0
42.0	8.0
43.0	3.0
44.0	3.0
45.0	1.0
46.0	3.0
47.0	8.0
48.0	4.0
49.0	4.0
50.0	290.0
