#Duplication rate	Coverage
1.0	764.0
2.0	744.0
3.0	732.0
4.0	738.0
5.0	720.0
6.0	668.0
7.0	745.0
8.0	735.0
9.0	761.0
10.0	696.0
11.0	772.0
12.0	764.0
13.0	733.0
14.0	754.0
15.0	756.0
16.0	704.0
17.0	721.0
18.0	706.0
19.0	657.0
20.0	626.0
21.0	654.0
22.0	618.0
23.0	584.0
24.0	548.0
25.0	540.0
26.0	496.0
27.0	497.0
28.0	475.0
29.0	454.0
30.0	463.0
31.0	383.0
32.0	390.0
33.0	378.0
34.0	357.0
35.0	342.0
36.0	298.0
37.0	295.0
38.0	292.0
39.0	241.0
40.0	231.0
41.0	217.0
42.0	222.0
43.0	256.0
44.0	219.0
45.0	216.0
46.0	186.0
47.0	173.0
48.0	168.0
49.0	160.0
50.0	4085.0
