#Duplication rate	Coverage
1.0	4390.0
2.0	2699.0
3.0	1839.0
4.0	1410.0
5.0	1016.0
6.0	765.0
7.0	622.0
8.0	577.0
9.0	501.0
10.0	390.0
11.0	395.0
12.0	343.0
13.0	328.0
14.0	290.0
15.0	276.0
16.0	276.0
17.0	240.0
18.0	219.0
19.0	196.0
20.0	185.0
21.0	219.0
22.0	198.0
23.0	189.0
24.0	132.0
25.0	160.0
26.0	136.0
27.0	159.0
28.0	140.0
29.0	142.0
30.0	126.0
31.0	116.0
32.0	104.0
33.0	121.0
34.0	100.0
35.0	98.0
36.0	98.0
37.0	112.0
38.0	91.0
39.0	73.0
40.0	77.0
41.0	84.0
42.0	96.0
43.0	68.0
44.0	74.0
45.0	71.0
46.0	70.0
47.0	82.0
48.0	74.0
49.0	66.0
50.0	2568.0
