#Duplication rate	Coverage
1.0	4547.0
2.0	2696.0
3.0	1849.0
4.0	1302.0
5.0	970.0
6.0	803.0
7.0	659.0
8.0	526.0
9.0	504.0
10.0	477.0
11.0	404.0
12.0	341.0
13.0	313.0
14.0	297.0
15.0	276.0
16.0	270.0
17.0	253.0
18.0	213.0
19.0	224.0
20.0	201.0
21.0	210.0
22.0	181.0
23.0	184.0
24.0	153.0
25.0	188.0
26.0	154.0
27.0	143.0
28.0	148.0
29.0	124.0
30.0	118.0
31.0	130.0
32.0	115.0
33.0	121.0
34.0	100.0
35.0	135.0
36.0	99.0
37.0	109.0
38.0	97.0
39.0	88.0
40.0	108.0
41.0	90.0
42.0	69.0
43.0	90.0
44.0	80.0
45.0	67.0
46.0	65.0
47.0	67.0
48.0	66.0
49.0	57.0
50.0	2060.0
