#Duplication rate	Coverage
1.0	453.0
2.0	501.0
3.0	516.0
4.0	502.0
5.0	495.0
6.0	519.0
7.0	455.0
8.0	428.0
9.0	375.0
10.0	412.0
11.0	407.0
12.0	395.0
13.0	360.0
14.0	353.0
15.0	332.0
16.0	369.0
17.0	323.0
18.0	322.0
19.0	302.0
20.0	291.0
21.0	287.0
22.0	296.0
23.0	275.0
24.0	289.0
25.0	278.0
26.0	284.0
27.0	262.0
28.0	262.0
29.0	240.0
30.0	277.0
31.0	245.0
32.0	257.0
33.0	249.0
34.0	230.0
35.0	257.0
36.0	225.0
37.0	236.0
38.0	207.0
39.0	213.0
40.0	246.0
41.0	210.0
42.0	208.0
43.0	194.0
44.0	189.0
45.0	197.0
46.0	203.0
47.0	185.0
48.0	187.0
49.0	180.0
50.0	14580.0
