#Duplication rate	Coverage
1.0	4558.0
2.0	2951.0
3.0	1918.0
4.0	1365.0
5.0	1069.0
6.0	825.0
7.0	709.0
8.0	585.0
9.0	514.0
10.0	433.0
11.0	467.0
12.0	433.0
13.0	378.0
14.0	341.0
15.0	287.0
16.0	284.0
17.0	261.0
18.0	248.0
19.0	271.0
20.0	221.0
21.0	219.0
22.0	212.0
23.0	201.0
24.0	167.0
25.0	173.0
26.0	182.0
27.0	177.0
28.0	168.0
29.0	153.0
30.0	127.0
31.0	124.0
32.0	125.0
33.0	142.0
34.0	122.0
35.0	114.0
36.0	109.0
37.0	130.0
38.0	117.0
39.0	95.0
40.0	88.0
41.0	97.0
42.0	72.0
43.0	80.0
44.0	87.0
45.0	80.0
46.0	80.0
47.0	88.0
48.0	75.0
49.0	75.0
50.0	2264.0
