#Insert size (bp)	insert size
2.0	2.0
3.0	10.0
4.0	5.0
5.0	3.0
6.0	2.0
7.0	4.0
8.0	2.0
9.0	7.0
10.0	7.0
11.0	10.0
12.0	6.0
13.0	5.0
14.0	8.0
15.0	5.0
16.0	7.0
17.0	5.0
18.0	8.0
19.0	11.0
20.0	10.0
21.0	6.0
22.0	15.0
23.0	7.0
24.0	23.0
25.0	6.0
26.0	16.0
27.0	11.0
28.0	14.0
29.0	10.0
30.0	20.0
31.0	10.0
32.0	14.0
33.0	11.0
34.0	11.0
35.0	11.0
36.0	10.0
37.0	6.0
38.0	10.0
39.0	10.0
40.0	7.0
41.0	13.0
42.0	17.0
43.0	13.0
44.0	7.0
45.0	20.0
46.0	13.0
47.0	7.0
48.0	14.0
49.0	14.0
50.0	15.0
51.0	9.0
52.0	5.0
53.0	23.0
54.0	18.0
55.0	18.0
56.0	17.0
57.0	9.0
58.0	24.0
59.0	23.0
60.0	22.0
61.0	29.0
62.0	31.0
63.0	23.0
64.0	22.0
65.0	23.0
66.0	28.0
67.0	26.0
68.0	25.0
69.0	27.0
70.0	40.0
71.0	31.0
72.0	33.0
73.0	30.0
74.0	51.0
75.0	36.0
76.0	33.0
77.0	41.0
78.0	50.0
79.0	43.0
80.0	49.0
81.0	65.0
82.0	56.0
83.0	43.0
84.0	43.0
85.0	57.0
86.0	63.0
87.0	62.0
88.0	49.0
89.0	71.0
90.0	47.0
91.0	70.0
92.0	65.0
93.0	55.0
94.0	51.0
95.0	62.0
96.0	68.0
97.0	67.0
98.0	68.0
99.0	76.0
100.0	248.0
101.0	249.0
102.0	257.0
103.0	266.0
104.0	274.0
105.0	273.0
106.0	276.0
107.0	283.0
108.0	272.0
109.0	286.0
110.0	252.0
111.0	294.0
112.0	322.0
113.0	274.0
114.0	331.0
115.0	294.0
116.0	312.0
117.0	318.0
118.0	287.0
119.0	264.0
120.0	271.0
121.0	251.0
122.0	226.0
123.0	90.0
124.0	76.0
125.0	74.0
126.0	78.0
127.0	84.0
128.0	83.0
129.0	91.0
130.0	83.0
131.0	73.0
132.0	68.0
133.0	90.0
134.0	76.0
135.0	96.0
136.0	90.0
137.0	92.0
138.0	106.0
139.0	92.0
140.0	95.0
141.0	70.0
142.0	91.0
143.0	101.0
144.0	382.0
145.0	385.0
146.0	422.0
147.0	401.0
148.0	426.0
149.0	450.0
150.0	393.0
151.0	438.0
152.0	456.0
153.0	453.0
154.0	409.0
155.0	426.0
156.0	400.0
157.0	419.0
158.0	403.0
159.0	433.0
160.0	440.0
161.0	456.0
162.0	442.0
163.0	455.0
164.0	433.0
165.0	476.0
166.0	416.0
167.0	430.0
168.0	414.0
169.0	453.0
170.0	441.0
171.0	425.0
172.0	477.0
173.0	450.0
174.0	507.0
175.0	469.0
176.0	456.0
177.0	425.0
178.0	436.0
179.0	432.0
180.0	442.0
181.0	439.0
182.0	440.0
183.0	497.0
184.0	468.0
185.0	513.0
186.0	476.0
187.0	461.0
188.0	459.0
189.0	460.0
190.0	475.0
191.0	444.0
192.0	431.0
193.0	455.0
194.0	492.0
195.0	480.0
196.0	491.0
197.0	461.0
198.0	456.0
199.0	424.0
200.0	473.0
201.0	476.0
202.0	472.0
203.0	475.0
204.0	478.0
205.0	439.0
206.0	462.0
207.0	445.0
208.0	432.0
209.0	427.0
210.0	468.0
211.0	440.0
212.0	441.0
213.0	478.0
214.0	427.0
215.0	450.0
216.0	466.0
217.0	435.0
218.0	401.0
219.0	454.0
220.0	399.0
221.0	471.0
222.0	470.0
223.0	472.0
224.0	442.0
225.0	431.0
226.0	455.0
227.0	456.0
228.0	415.0
229.0	436.0
230.0	453.0
231.0	426.0
232.0	432.0
233.0	413.0
234.0	386.0
235.0	444.0
236.0	412.0
237.0	400.0
238.0	387.0
239.0	407.0
240.0	384.0
241.0	405.0
242.0	404.0
243.0	429.0
244.0	374.0
245.0	384.0
246.0	392.0
247.0	387.0
248.0	416.0
249.0	390.0
250.0	369.0
251.0	378.0
252.0	353.0
253.0	380.0
254.0	390.0
255.0	386.0
256.0	380.0
257.0	357.0
258.0	361.0
259.0	383.0
260.0	377.0
261.0	317.0
262.0	320.0
263.0	311.0
264.0	334.0
265.0	369.0
266.0	338.0
267.0	349.0
268.0	320.0
269.0	308.0
270.0	330.0
271.0	324.0
272.0	323.0
273.0	304.0
274.0	321.0
275.0	320.0
276.0	317.0
277.0	308.0
278.0	287.0
279.0	299.0
280.0	272.0
281.0	280.0
282.0	287.0
283.0	282.0
284.0	272.0
285.0	292.0
286.0	291.0
287.0	243.0
288.0	274.0
289.0	263.0
290.0	238.0
291.0	252.0
292.0	235.0
293.0	241.0
294.0	210.0
295.0	243.0
296.0	207.0
297.0	248.0
298.0	246.0
299.0	212.0
300.0	236.0
301.0	216.0
302.0	181.0
303.0	227.0
304.0	240.0
305.0	200.0
306.0	210.0
307.0	232.0
308.0	230.0
309.0	181.0
310.0	215.0
311.0	205.0
312.0	182.0
313.0	195.0
314.0	183.0
315.0	181.0
316.0	158.0
317.0	178.0
318.0	172.0
319.0	174.0
320.0	179.0
321.0	155.0
322.0	182.0
323.0	171.0
324.0	164.0
325.0	163.0
326.0	156.0
327.0	163.0
328.0	135.0
329.0	161.0
330.0	176.0
331.0	147.0
332.0	131.0
333.0	126.0
334.0	144.0
335.0	141.0
336.0	126.0
337.0	142.0
338.0	124.0
339.0	125.0
340.0	124.0
341.0	111.0
342.0	124.0
343.0	122.0
344.0	115.0
345.0	112.0
346.0	106.0
347.0	117.0
348.0	117.0
349.0	126.0
350.0	97.0
351.0	114.0
352.0	107.0
353.0	93.0
354.0	106.0
355.0	116.0
356.0	118.0
357.0	77.0
358.0	97.0
359.0	108.0
360.0	102.0
361.0	85.0
362.0	97.0
363.0	89.0
364.0	102.0
365.0	85.0
366.0	91.0
367.0	75.0
368.0	87.0
369.0	92.0
370.0	98.0
371.0	76.0
372.0	75.0
373.0	73.0
374.0	84.0
375.0	79.0
376.0	81.0
377.0	69.0
378.0	77.0
379.0	61.0
380.0	65.0
381.0	68.0
382.0	49.0
383.0	66.0
384.0	52.0
385.0	79.0
386.0	55.0
387.0	54.0
388.0	54.0
389.0	53.0
390.0	51.0
391.0	58.0
