#Duplication rate	Coverage
1.0	4127.0
2.0	3794.0
3.0	3168.0
4.0	2495.0
5.0	2005.0
6.0	1641.0
7.0	1342.0
8.0	1083.0
9.0	958.0
10.0	751.0
11.0	679.0
12.0	588.0
13.0	478.0
14.0	394.0
15.0	366.0
16.0	281.0
17.0	249.0
18.0	223.0
19.0	179.0
20.0	169.0
21.0	168.0
22.0	120.0
23.0	116.0
24.0	103.0
25.0	73.0
26.0	71.0
27.0	93.0
28.0	53.0
29.0	43.0
30.0	48.0
31.0	37.0
32.0	39.0
33.0	31.0
34.0	23.0
35.0	26.0
36.0	20.0
37.0	13.0
38.0	18.0
39.0	16.0
40.0	14.0
41.0	11.0
42.0	10.0
43.0	10.0
44.0	4.0
45.0	11.0
46.0	14.0
47.0	6.0
48.0	5.0
49.0	8.0
50.0	59.0
