#Duplication rate	Coverage
1.0	2956.0
2.0	2041.0
3.0	1114.0
4.0	1023.0
5.0	647.0
6.0	669.0
7.0	486.0
8.0	489.0
9.0	339.0
10.0	305.0
11.0	308.0
12.0	298.0
13.0	234.0
14.0	226.0
15.0	192.0
16.0	184.0
17.0	171.0
18.0	161.0
19.0	146.0
20.0	129.0
21.0	132.0
22.0	110.0
23.0	127.0
24.0	92.0
25.0	87.0
26.0	101.0
27.0	83.0
28.0	82.0
29.0	59.0
30.0	71.0
31.0	77.0
32.0	57.0
33.0	51.0
34.0	47.0
35.0	49.0
36.0	25.0
37.0	36.0
38.0	49.0
39.0	55.0
40.0	45.0
41.0	39.0
42.0	49.0
43.0	38.0
44.0	32.0
45.0	25.0
46.0	24.0
47.0	30.0
48.0	28.0
49.0	24.0
50.0	606.0
