#Duplication rate	Coverage
1.0	4808.0
2.0	2811.0
3.0	1754.0
4.0	1169.0
5.0	901.0
6.0	724.0
7.0	539.0
8.0	455.0
9.0	432.0
10.0	393.0
11.0	352.0
12.0	278.0
13.0	276.0
14.0	234.0
15.0	223.0
16.0	243.0
17.0	205.0
18.0	210.0
19.0	200.0
20.0	163.0
21.0	169.0
22.0	157.0
23.0	134.0
24.0	140.0
25.0	131.0
26.0	97.0
27.0	127.0
28.0	111.0
29.0	116.0
30.0	112.0
31.0	102.0
32.0	95.0
33.0	96.0
34.0	94.0
35.0	90.0
36.0	83.0
37.0	82.0
38.0	82.0
39.0	85.0
40.0	83.0
41.0	62.0
42.0	60.0
43.0	59.0
44.0	52.0
45.0	50.0
46.0	57.0
47.0	56.0
48.0	50.0
49.0	54.0
50.0	1399.0
