#Duplication rate	Coverage
1.0	1315.0
2.0	1121.0
3.0	896.0
4.0	732.0
5.0	598.0
6.0	496.0
7.0	469.0
8.0	387.0
9.0	329.0
10.0	316.0
11.0	348.0
12.0	318.0
13.0	304.0
14.0	309.0
15.0	261.0
16.0	301.0
17.0	256.0
18.0	267.0
19.0	239.0
20.0	228.0
21.0	211.0
22.0	194.0
23.0	228.0
24.0	226.0
25.0	206.0
26.0	188.0
27.0	193.0
28.0	178.0
29.0	183.0
30.0	164.0
31.0	153.0
32.0	183.0
33.0	158.0
34.0	165.0
35.0	182.0
36.0	150.0
37.0	145.0
38.0	146.0
39.0	136.0
40.0	154.0
41.0	143.0
42.0	128.0
43.0	125.0
44.0	154.0
45.0	107.0
46.0	113.0
47.0	132.0
48.0	133.0
49.0	134.0
50.0	14100.0
