#Duplication rate	Coverage
1.0	4535.0
2.0	2358.0
3.0	1310.0
4.0	917.0
5.0	714.0
6.0	495.0
7.0	400.0
8.0	344.0
9.0	299.0
10.0	243.0
11.0	250.0
12.0	213.0
13.0	192.0
14.0	190.0
15.0	158.0
16.0	165.0
17.0	164.0
18.0	128.0
19.0	128.0
20.0	121.0
21.0	107.0
22.0	94.0
23.0	96.0
24.0	85.0
25.0	92.0
26.0	95.0
27.0	100.0
28.0	81.0
29.0	87.0
30.0	76.0
31.0	66.0
32.0	75.0
33.0	61.0
34.0	55.0
35.0	59.0
36.0	70.0
37.0	50.0
38.0	54.0
39.0	59.0
40.0	52.0
41.0	47.0
42.0	56.0
43.0	43.0
44.0	42.0
45.0	42.0
46.0	44.0
47.0	39.0
48.0	42.0
49.0	32.0
50.0	2556.0
