#GC Content (%)	Sample
1.0	1.8171906232963836E-5
2.0	0.0
3.0	0.0
4.0	0.0
5.0	0.0
6.0	0.0
7.0	0.0
8.0	0.0
9.0	0.0
10.0	0.0
11.0	0.0
12.0	0.0
13.0	0.0
14.0	0.0
15.0	0.0
16.0	0.0
17.0	0.0
18.0	0.0
19.0	0.0
20.0	0.0
21.0	0.0
22.0	1.8171906232963836E-5
23.0	0.0
24.0	0.0
25.0	9.085953116481918E-5
26.0	0.001435580592404143
27.0	0.006778121024895511
28.0	0.008122842086134835
29.0	0.010921315646011268
30.0	0.016954388515355263
31.0	0.01898964201344721
32.0	0.024641104851898958
33.0	0.03545338906051245
34.0	0.06687261493730692
35.0	0.09174995457023441
36.0	0.12375068144648374
37.0	0.12355079047792113
38.0	0.11108486280210793
39.0	0.09952753043794295
40.0	0.07379611121206615
41.0	0.05235326185716881
42.0	0.036416500090859526
43.0	0.026403779756496458
44.0	0.01735417045248046
45.0	0.01619116845357078
46.0	0.012665818644375795
47.0	0.008340904960930401
48.0	0.005542431401053971
49.0	0.0037434126839905506
50.0	0.0031437397783027443
51.0	0.0023805197165182633
52.0	0.0011084862802107941
53.0	4.361257495911321E-4
54.0	5.451571869889151E-5
55.0	3.634381246592767E-5
56.0	1.8171906232963836E-5
57.0	0.0
58.0	0.0
59.0	3.634381246592767E-5
60.0	0.0
61.0	0.0
62.0	0.0
63.0	0.0
64.0	0.0
65.0	0.0
66.0	0.0
67.0	0.0
68.0	0.0
69.0	0.0
70.0	0.0
71.0	0.0
72.0	0.0
73.0	0.0
74.0	0.0
75.0	0.0
76.0	0.0
77.0	0.0
78.0	0.0
79.0	0.0
80.0	0.0
81.0	0.0
82.0	0.0
83.0	0.0
84.0	0.0
85.0	0.0
86.0	0.0
87.0	0.0
88.0	0.0
89.0	0.0
90.0	0.0
91.0	0.0
92.0	0.0
93.0	0.0
94.0	0.0
95.0	0.0
96.0	0.0
97.0	0.0
98.0	0.0
99.0	0.0
100.0	1.8171906232963836E-5
