#Coverage	Number of genomic locations
3.0	13.0
4.0	2.0
5.0	12.0
6.0	88.0
7.0	121.0
8.0	200.0
9.0	189.0
10.0	164.0
11.0	108.0
12.0	92.0
13.0	140.0
14.0	97.0
15.0	72.0
16.0	35.0
17.0	50.0
18.0	97.0
19.0	139.0
20.0	51.0
21.0	150.0
22.0	158.0
23.0	159.0
24.0	79.0
25.0	58.0
26.0	92.0
27.0	97.0
28.0	61.0
29.0	47.0
30.0	56.0
31.0	62.0
32.0	73.0
33.0	67.0
34.0	67.0
35.0	59.0
36.0	57.0
37.0	50.0
38.0	69.0
39.0	59.0
40.0	55.0
41.0	62.0
42.0	92.0
43.0	85.0
44.0	76.0
45.0	60.0
46.0	49.0
47.0	40.0
48.0	61.0
49.0	46.0
50.0	30.0
51.0	27.0
52.0	25.0
53.0	12.0
54.0	12.0
55.0	16.0
56.0	27.0
57.0	41.0
58.0	24.0
59.0	32.0
60.0	39.0
61.0	51.0
62.0	61.0
63.0	52.0
64.0	65.0
65.0	51.0
66.0	70.0
67.0	60.0
68.0	59.0
69.0	66.0
70.0	42.0
71.0	69.0
72.0	54.0
73.0	43.0
74.0	67.0
75.0	88.0
76.0	78.0
77.0	60.0
78.0	30.0
79.0	44.0
80.0	31.0
81.0	41.0
82.0	42.0
83.0	36.0
84.0	44.0
85.0	41.0
86.0	59.0
87.0	38.0
88.0	31.0
89.0	31.0
90.0	27.0
91.0	28.0
92.0	24.0
93.0	41.0
94.0	37.0
95.0	42.0
96.0	60.0
97.0	54.0
98.0	45.0
99.0	64.0
100.0	50.0
101.0	49.0
102.0	84.0
103.0	72.0
104.0	68.0
105.0	80.0
106.0	85.0
107.0	96.0
108.0	122.0
109.0	106.0
110.0	96.0
111.0	120.0
112.0	104.0
113.0	77.0
114.0	60.0
115.0	73.0
116.0	62.0
117.0	55.0
118.0	53.0
119.0	55.0
120.0	49.0
121.0	69.0
122.0	59.0
123.0	57.0
124.0	75.0
125.0	75.0
126.0	75.0
127.0	67.0
128.0	51.0
129.0	46.0
130.0	48.0
131.0	40.0
132.0	57.0
133.0	48.0
134.0	57.0
135.0	57.0
136.0	71.0
137.0	50.0
138.0	40.0
139.0	57.0
140.0	50.0
141.0	52.0
142.0	55.0
143.0	50.0
144.0	68.0
145.0	66.0
146.0	76.0
147.0	60.0
148.0	62.0
149.0	81.0
150.0	82.0
151.0	66.0
152.0	87.0
153.0	67.0
154.0	98.0
155.0	82.0
156.0	63.0
157.0	54.0
158.0	51.0
159.0	34.0
160.0	68.0
161.0	72.0
162.0	65.0
163.0	56.0
164.0	54.0
165.0	71.0
166.0	71.0
167.0	80.0
168.0	106.0
169.0	109.0
170.0	98.0
171.0	110.0
172.0	99.0
173.0	85.0
174.0	91.0
175.0	103.0
176.0	80.0
177.0	66.0
178.0	83.0
179.0	89.0
180.0	88.0
181.0	100.0
182.0	97.0
183.0	94.0
184.0	94.0
185.0	110.0
186.0	110.0
187.0	104.0
188.0	93.0
189.0	74.0
190.0	83.0
191.0	92.0
192.0	76.0
193.0	65.0
194.0	50.0
195.0	59.0
196.0	58.0
197.0	76.0
198.0	93.0
199.0	79.0
200.0	86.0
201.0	66.0
202.0	65.0
203.0	64.0
204.0	93.0
205.0	105.0
206.0	130.0
207.0	81.0
208.0	94.0
209.0	101.0
210.0	98.0
211.0	91.0
212.0	83.0
213.0	86.0
214.0	93.0
215.0	90.0
216.0	83.0
217.0	109.0
218.0	86.0
219.0	73.0
220.0	52.0
221.0	67.0
222.0	64.0
223.0	59.0
224.0	69.0
225.0	70.0
226.0	83.0
227.0	65.0
228.0	73.0
229.0	65.0
230.0	69.0
231.0	66.0
232.0	84.0
233.0	97.0
234.0	117.0
235.0	99.0
236.0	102.0
237.0	79.0
238.0	69.0
239.0	54.0
240.0	62.0
241.0	58.0
242.0	81.0
243.0	64.0
244.0	51.0
245.0	45.0
246.0	49.0
247.0	62.0
248.0	45.0
249.0	70.0
250.0	48.0
251.0	33.0
252.0	40.0
253.0	41.0
254.0	48.0
255.0	44.0
256.0	58.0
257.0	41.0
258.0	52.0
259.0	57.0
260.0	54.0
261.0	48.0
262.0	50.0
263.0	32.0
264.0	39.0
265.0	41.0
266.0	50.0
267.0	45.0
268.0	44.0
269.0	48.0
270.0	54.0
271.0	61.0
272.0	52.0
273.0	52.0
274.0	47.0
275.0	50.0
276.0	40.0
277.0	50.0
278.0	50.0
279.0	47.0
280.0	29.0
281.0	28.0
282.0	40.0
283.0	56.0
284.0	26.0
285.0	38.0
286.0	50.0
287.0	39.0
288.0	60.0
289.0	43.0
290.0	43.0
291.0	46.0
292.0	40.0
293.0	39.0
294.0	29.0
295.0	33.0
296.0	29.0
297.0	30.0
298.0	34.0
299.0	33.0
300.0	31.0
301.0	25.0
302.0	32.0
303.0	27.0
304.0	26.0
305.0	30.0
306.0	20.0
307.0	17.0
308.0	31.0
309.0	27.0
310.0	36.0
311.0	37.0
312.0	35.0
313.0	28.0
314.0	32.0
315.0	39.0
316.0	49.0
317.0	39.0
318.0	35.0
319.0	41.0
320.0	50.0
321.0	33.0
322.0	39.0
323.0	37.0
324.0	44.0
325.0	51.0
326.0	37.0
327.0	44.0
328.0	45.0
329.0	53.0
330.0	46.0
331.0	35.0
332.0	35.0
333.0	45.0
334.0	33.0
335.0	45.0
336.0	42.0
337.0	42.0
338.0	40.0
339.0	36.0
340.0	45.0
341.0	37.0
342.0	40.0
343.0	32.0
344.0	31.0
345.0	41.0
346.0	41.0
347.0	39.0
348.0	45.0
349.0	43.0
350.0	49.0
351.0	40.0
352.0	41.0
353.0	30.0
354.0	50.0
355.0	54.0
356.0	48.0
357.0	54.0
358.0	54.0
359.0	44.0
360.0	50.0
361.0	57.0
362.0	54.0
363.0	70.0
364.0	80.0
365.0	81.0
366.0	69.0
367.0	68.0
368.0	64.0
369.0	59.0
370.0	56.0
371.0	52.0
372.0	42.0
373.0	53.0
374.0	41.0
375.0	34.0
376.0	44.0
377.0	37.0
378.0	51.0
379.0	45.0
380.0	39.0
381.0	44.0
382.0	40.0
383.0	36.0
384.0	28.0
385.0	29.0
386.0	34.0
387.0	52.0
388.0	43.0
389.0	43.0
390.0	36.0
391.0	43.0
392.0	39.0
393.0	33.0
394.0	45.0
395.0	41.0
396.0	38.0
397.0	39.0
398.0	48.0
399.0	30.0
400.0	39.0
401.0	36.0
402.0	33.0
403.0	40.0
404.0	40.0
405.0	58.0
406.0	52.0
407.0	68.0
408.0	53.0
409.0	53.0
410.0	55.0
411.0	41.0
412.0	43.0
413.0	47.0
414.0	44.0
415.0	37.0
416.0	40.0
417.0	45.0
418.0	41.0
419.0	43.0
420.0	30.0
421.0	44.0
422.0	36.0
423.0	32.0
424.0	35.0
425.0	33.0
426.0	39.0
427.0	33.0
428.0	44.0
429.0	53.0
430.0	41.0
431.0	59.0
432.0	46.0
433.0	47.0
434.0	53.0
435.0	61.0
436.0	47.0
437.0	50.0
438.0	35.0
439.0	38.0
440.0	35.0
441.0	46.0
442.0	43.0
443.0	32.0
444.0	39.0
445.0	48.0
446.0	42.0
447.0	35.0
448.0	24.0
449.0	34.0
450.0	39.0
451.0	30.0
452.0	42.0
453.0	41.0
454.0	42.0
455.0	30.0
456.0	45.0
457.0	37.0
458.0	20.0
459.0	25.0
460.0	23.0
461.0	32.0
462.0	18.0
463.0	19.0
464.0	34.0
465.0	15.0
466.0	30.0
467.0	25.0
468.0	26.0
469.0	16.0
470.0	36.0
471.0	20.0
472.0	23.0
473.0	28.0
474.0	29.0
475.0	20.0
476.0	28.0
477.0	14.0
478.0	24.0
479.0	25.0
480.0	33.0
481.0	30.0
482.0	42.0
483.0	36.0
484.0	20.0
485.0	22.0
486.0	32.0
487.0	30.0
488.0	17.0
489.0	29.0
490.0	31.0
491.0	30.0
492.0	29.0
493.0	34.0
494.0	27.0
495.0	30.0
496.0	22.0
497.0	42.0
498.0	28.0
499.0	21.0
500.0	23.0
501.0	30.0
502.0	35.0
503.0	23.0
504.0	32.0
505.0	23.0
506.0	24.0
507.0	20.0
508.0	34.0
509.0	36.0
510.0	38.0
511.0	25.0
512.0	29.0
513.0	32.0
514.0	37.0
515.0	16.0
516.0	33.0
