#Duplication rate	Coverage
1.0	362.0
2.0	368.0
3.0	375.0
4.0	413.0
5.0	439.0
6.0	419.0
7.0	470.0
8.0	476.0
9.0	460.0
10.0	491.0
11.0	501.0
12.0	532.0
13.0	514.0
14.0	573.0
15.0	550.0
16.0	559.0
17.0	560.0
18.0	517.0
19.0	535.0
20.0	562.0
21.0	513.0
22.0	503.0
23.0	515.0
24.0	544.0
25.0	459.0
26.0	450.0
27.0	493.0
28.0	491.0
29.0	457.0
30.0	451.0
31.0	433.0
32.0	419.0
33.0	391.0
34.0	380.0
35.0	404.0
36.0	361.0
37.0	384.0
38.0	353.0
39.0	354.0
40.0	369.0
41.0	326.0
42.0	325.0
43.0	318.0
44.0	324.0
45.0	282.0
46.0	296.0
47.0	247.0
48.0	290.0
49.0	240.0
50.0	8116.0
