#Mapping quality	mapping quality
6.0	117.0
7.0	28.0
8.0	14.0
9.0	9.0
10.0	13.0
11.0	34.0
12.0	19.0
13.0	25.0
14.0	45.0
15.0	53.0
16.0	45.0
17.0	78.0
18.0	131.0
19.0	76.0
20.0	86.0
21.0	138.0
22.0	142.0
23.0	219.0
24.0	95.0
25.0	70.0
26.0	108.0
27.0	102.0
28.0	135.0
29.0	92.0
30.0	127.0
31.0	160.0
32.0	142.0
33.0	103.0
34.0	114.0
35.0	160.0
36.0	158.0
37.0	153.0
38.0	103.0
39.0	132.0
40.0	186.0
41.0	145.0
42.0	240.0
43.0	195.0
44.0	122.0
45.0	121.0
46.0	156.0
47.0	187.0
48.0	180.0
49.0	335.0
50.0	382.0
51.0	321.0
52.0	370.0
53.0	309.0
54.0	318.0
55.0	280.0
56.0	410.0
57.0	767.0
58.0	1028.0
59.0	12207.0
60.0	8418.0
