#Duplication rate	Coverage
1.0	3229.0
2.0	2251.0
3.0	1750.0
4.0	1382.0
5.0	1089.0
6.0	1006.0
7.0	830.0
8.0	754.0
9.0	728.0
10.0	647.0
11.0	564.0
12.0	522.0
13.0	458.0
14.0	406.0
15.0	370.0
16.0	391.0
17.0	334.0
18.0	321.0
19.0	297.0
20.0	286.0
21.0	233.0
22.0	228.0
23.0	217.0
24.0	247.0
25.0	209.0
26.0	206.0
27.0	205.0
28.0	173.0
29.0	153.0
30.0	153.0
31.0	159.0
32.0	147.0
33.0	118.0
34.0	131.0
35.0	129.0
36.0	105.0
37.0	103.0
38.0	106.0
39.0	98.0
40.0	93.0
41.0	97.0
42.0	87.0
43.0	78.0
44.0	90.0
45.0	94.0
46.0	73.0
47.0	75.0
48.0	67.0
49.0	84.0
50.0	2678.0
