#Duplication rate	Coverage
1.0	810.0
2.0	655.0
3.0	586.0
4.0	461.0
5.0	425.0
6.0	387.0
7.0	374.0
8.0	366.0
9.0	337.0
10.0	338.0
11.0	318.0
12.0	310.0
13.0	297.0
14.0	258.0
15.0	240.0
16.0	240.0
17.0	227.0
18.0	227.0
19.0	236.0
20.0	220.0
21.0	193.0
22.0	188.0
23.0	195.0
24.0	167.0
25.0	170.0
26.0	168.0
27.0	138.0
28.0	177.0
29.0	174.0
30.0	184.0
31.0	131.0
32.0	147.0
33.0	131.0
34.0	147.0
35.0	135.0
36.0	152.0
37.0	131.0
38.0	108.0
39.0	129.0
40.0	109.0
41.0	119.0
42.0	125.0
43.0	120.0
44.0	108.0
45.0	119.0
46.0	116.0
47.0	116.0
48.0	110.0
49.0	108.0
50.0	16335.0
