#Mapping quality	mapping quality
3.0	34.0
4.0	7.0
5.0	22.0
6.0	19.0
7.0	16.0
8.0	24.0
9.0	19.0
10.0	21.0
11.0	15.0
12.0	7.0
13.0	1.0
15.0	2.0
16.0	2.0
17.0	1.0
18.0	1.0
19.0	10.0
20.0	9.0
21.0	8.0
22.0	8.0
23.0	12.0
24.0	2.0
25.0	9.0
26.0	13.0
27.0	27.0
28.0	17.0
29.0	17.0
30.0	21.0
31.0	80.0
32.0	71.0
33.0	109.0
34.0	58.0
35.0	31.0
36.0	70.0
37.0	116.0
38.0	70.0
39.0	64.0
40.0	83.0
41.0	73.0
42.0	51.0
43.0	75.0
44.0	114.0
45.0	122.0
46.0	131.0
47.0	206.0
48.0	349.0
49.0	138.0
50.0	147.0
51.0	115.0
52.0	150.0
53.0	210.0
54.0	294.0
55.0	263.0
56.0	387.0
57.0	577.0
58.0	1285.0
59.0	10313.0
60.0	13807.0
