#Mapping quality	mapping quality
4.0	1.0
6.0	9.0
7.0	101.0
8.0	47.0
9.0	35.0
10.0	23.0
11.0	25.0
12.0	21.0
13.0	38.0
14.0	48.0
15.0	46.0
16.0	55.0
17.0	65.0
18.0	100.0
19.0	152.0
20.0	140.0
21.0	137.0
22.0	105.0
23.0	91.0
24.0	69.0
25.0	68.0
26.0	123.0
27.0	262.0
28.0	264.0
29.0	156.0
30.0	185.0
31.0	170.0
32.0	142.0
33.0	99.0
34.0	177.0
35.0	160.0
36.0	157.0
37.0	234.0
38.0	190.0
39.0	136.0
40.0	83.0
41.0	118.0
42.0	147.0
43.0	302.0
44.0	306.0
45.0	216.0
46.0	345.0
47.0	312.0
48.0	365.0
49.0	360.0
50.0	367.0
51.0	310.0
52.0	228.0
53.0	175.0
54.0	462.0
55.0	365.0
56.0	586.0
57.0	497.0
58.0	1057.0
59.0	12271.0
60.0	7200.0
