#Duplication rate	Coverage
1.0	610.0
2.0	669.0
3.0	719.0
4.0	718.0
5.0	639.0
6.0	613.0
7.0	519.0
8.0	558.0
9.0	484.0
10.0	441.0
11.0	477.0
12.0	415.0
13.0	393.0
14.0	357.0
15.0	375.0
16.0	354.0
17.0	347.0
18.0	394.0
19.0	319.0
20.0	321.0
21.0	293.0
22.0	323.0
23.0	295.0
24.0	295.0
25.0	312.0
26.0	311.0
27.0	283.0
28.0	288.0
29.0	276.0
30.0	233.0
31.0	261.0
32.0	249.0
33.0	254.0
34.0	221.0
35.0	215.0
36.0	256.0
37.0	223.0
38.0	232.0
39.0	208.0
40.0	189.0
41.0	211.0
42.0	213.0
43.0	188.0
44.0	172.0
45.0	178.0
46.0	154.0
47.0	172.0
48.0	166.0
49.0	146.0
50.0	12974.0
