#Coverage (X)	Coverage
1.0	99.77259806708356
2.0	99.68565026920376
3.0	99.66892953884226
4.0	99.66224124669766
5.0	99.62879978597465
6.0	99.55522857238404
7.0	99.48500150486574
8.0	99.42815102163662
9.0	99.2074373808648
10.0	99.07367153797279
11.0	98.4583486606695
12.0	98.14734307594556
13.0	97.84971407551082
14.0	97.45844898505166
15.0	97.12069023174932
16.0	96.35153663512023
17.0	96.07397251111928
18.0	95.70277229709394
19.0	95.05400795906765
20.0	94.646022138247
21.0	94.30157509280005
22.0	94.07417315988363
23.0	93.57255124903855
24.0	93.08765006855499
25.0	92.61278132628833
26.0	92.13791258402166
27.0	91.77674480821322
28.0	91.29184362772966
29.0	90.9005785372705
30.0	90.57285222218506
31.0	90.25850249138882
32.0	90.0411329966893
33.0	89.61308229943484
34.0	89.11814868073438
35.0	88.62655920810622
36.0	88.15503461191184
37.0	87.51630271210246
38.0	86.85081764371468
39.0	86.10172892351937
40.0	85.4830619001438
41.0	84.90118048356352
42.0	84.01163762833161
43.0	83.08196502023208
44.0	82.19576631107248
45.0	81.31291174798515
46.0	80.59057619636826
47.0	79.76457211651005
48.0	79.00879510417015
49.0	78.31990101327627
50.0	77.49389693341806
51.0	76.67792529177675
