#Duplication rate	Coverage
1.0	3740.0
2.0	2311.0
3.0	1523.0
4.0	1169.0
5.0	957.0
6.0	778.0
7.0	687.0
8.0	564.0
9.0	470.0
10.0	443.0
11.0	406.0
12.0	334.0
13.0	307.0
14.0	260.0
15.0	295.0
16.0	225.0
17.0	228.0
18.0	225.0
19.0	157.0
20.0	158.0
21.0	159.0
22.0	168.0
23.0	139.0
24.0	134.0
25.0	111.0
26.0	107.0
27.0	92.0
28.0	101.0
29.0	79.0
30.0	80.0
31.0	67.0
32.0	48.0
33.0	70.0
34.0	69.0
35.0	64.0
36.0	51.0
37.0	58.0
38.0	45.0
39.0	49.0
40.0	39.0
41.0	39.0
42.0	34.0
43.0	35.0
44.0	42.0
45.0	37.0
46.0	25.0
47.0	38.0
48.0	20.0
49.0	30.0
50.0	574.0
