#Duplication rate	Coverage
1.0	6419.0
2.0	2767.0
3.0	1327.0
4.0	802.0
5.0	528.0
6.0	384.0
7.0	298.0
8.0	223.0
9.0	163.0
10.0	155.0
11.0	102.0
12.0	107.0
13.0	61.0
14.0	82.0
15.0	57.0
16.0	56.0
17.0	47.0
18.0	43.0
19.0	44.0
20.0	27.0
21.0	33.0
22.0	28.0
23.0	26.0
24.0	17.0
25.0	24.0
26.0	24.0
27.0	22.0
28.0	16.0
29.0	27.0
30.0	16.0
31.0	12.0
32.0	9.0
33.0	11.0
34.0	15.0
35.0	12.0
36.0	12.0
37.0	7.0
38.0	7.0
39.0	6.0
40.0	4.0
41.0	24.0
42.0	2.0
43.0	10.0
44.0	8.0
45.0	12.0
46.0	8.0
47.0	4.0
48.0	14.0
49.0	4.0
50.0	170.0
