#Duplication rate	Coverage
1.0	2845.0
2.0	2036.0
3.0	1656.0
4.0	1307.0
5.0	1040.0
6.0	934.0
7.0	863.0
8.0	769.0
9.0	708.0
10.0	640.0
11.0	545.0
12.0	526.0
13.0	505.0
14.0	436.0
15.0	408.0
16.0	392.0
17.0	331.0
18.0	329.0
19.0	317.0
20.0	297.0
21.0	288.0
22.0	270.0
23.0	238.0
24.0	209.0
25.0	200.0
26.0	206.0
27.0	204.0
28.0	215.0
29.0	182.0
30.0	169.0
31.0	162.0
32.0	193.0
33.0	147.0
34.0	141.0
35.0	155.0
36.0	142.0
37.0	141.0
38.0	135.0
39.0	118.0
40.0	115.0
41.0	104.0
42.0	94.0
43.0	113.0
44.0	109.0
45.0	89.0
46.0	111.0
47.0	89.0
48.0	103.0
49.0	96.0
50.0	3597.0
