#Duplication rate	Coverage
1.0	3011.0
2.0	1707.0
3.0	1104.0
4.0	852.0
5.0	638.0
6.0	561.0
7.0	487.0
8.0	439.0
9.0	383.0
10.0	373.0
11.0	302.0
12.0	331.0
13.0	273.0
14.0	265.0
15.0	268.0
16.0	305.0
17.0	243.0
18.0	240.0
19.0	270.0
20.0	250.0
21.0	222.0
22.0	239.0
23.0	219.0
24.0	177.0
25.0	196.0
26.0	196.0
27.0	192.0
28.0	171.0
29.0	158.0
30.0	165.0
31.0	172.0
32.0	148.0
33.0	138.0
34.0	119.0
35.0	125.0
36.0	123.0
37.0	122.0
38.0	105.0
39.0	109.0
40.0	123.0
41.0	106.0
42.0	87.0
43.0	93.0
44.0	93.0
45.0	90.0
46.0	80.0
47.0	75.0
48.0	65.0
49.0	70.0
50.0	4924.0
