#Duplication rate	Coverage
1.0	741.0
2.0	595.0
3.0	551.0
4.0	484.0
5.0	462.0
6.0	457.0
7.0	387.0
8.0	389.0
9.0	373.0
10.0	311.0
11.0	316.0
12.0	305.0
13.0	317.0
14.0	303.0
15.0	288.0
16.0	238.0
17.0	266.0
18.0	246.0
19.0	236.0
20.0	219.0
21.0	207.0
22.0	218.0
23.0	197.0
24.0	198.0
25.0	184.0
26.0	180.0
27.0	164.0
28.0	178.0
29.0	175.0
30.0	178.0
31.0	162.0
32.0	167.0
33.0	147.0
34.0	158.0
35.0	137.0
36.0	136.0
37.0	120.0
38.0	161.0
39.0	143.0
40.0	125.0
41.0	141.0
42.0	135.0
43.0	138.0
44.0	111.0
45.0	116.0
46.0	124.0
47.0	94.0
48.0	132.0
49.0	97.0
50.0	16629.0
