#Duplication rate	Coverage
1.0	6891.0
2.0	4340.0
3.0	2711.0
4.0	1839.0
5.0	1200.0
6.0	825.0
7.0	585.0
8.0	374.0
9.0	279.0
10.0	209.0
11.0	144.0
12.0	107.0
13.0	78.0
14.0	78.0
15.0	46.0
16.0	36.0
17.0	35.0
18.0	27.0
19.0	15.0
20.0	8.0
21.0	15.0
22.0	14.0
23.0	3.0
24.0	2.0
25.0	3.0
26.0	5.0
27.0	0.0
28.0	3.0
29.0	2.0
30.0	0.0
31.0	6.0
32.0	1.0
33.0	1.0
34.0	0.0
35.0	0.0
36.0	0.0
37.0	1.0
38.0	0.0
39.0	0.0
40.0	0.0
41.0	0.0
42.0	0.0
43.0	0.0
44.0	0.0
45.0	1.0
46.0	0.0
47.0	0.0
48.0	0.0
49.0	0.0
50.0	4.0
