#Duplication rate	Coverage
1.0	3366.0
2.0	2492.0
3.0	1865.0
4.0	1385.0
5.0	1099.0
6.0	896.0
7.0	751.0
8.0	671.0
9.0	525.0
10.0	511.0
11.0	421.0
12.0	431.0
13.0	359.0
14.0	368.0
15.0	307.0
16.0	281.0
17.0	281.0
18.0	299.0
19.0	241.0
20.0	254.0
21.0	242.0
22.0	229.0
23.0	207.0
24.0	210.0
25.0	211.0
26.0	205.0
27.0	193.0
28.0	178.0
29.0	195.0
30.0	172.0
31.0	167.0
32.0	163.0
33.0	153.0
34.0	138.0
35.0	127.0
36.0	171.0
37.0	148.0
38.0	127.0
39.0	122.0
40.0	147.0
41.0	124.0
42.0	125.0
43.0	114.0
44.0	113.0
45.0	107.0
46.0	113.0
47.0	88.0
48.0	121.0
49.0	95.0
50.0	4456.0
