#Mapping quality	mapping quality
0.0	33.0
2.0	1.0
5.0	4.0
6.0	5.0
7.0	4.0
8.0	10.0
9.0	12.0
10.0	10.0
11.0	10.0
12.0	10.0
13.0	9.0
14.0	11.0
15.0	12.0
16.0	9.0
17.0	11.0
18.0	10.0
19.0	12.0
20.0	11.0
21.0	3.0
22.0	1.0
23.0	9.0
24.0	5.0
25.0	10.0
26.0	37.0
27.0	34.0
28.0	27.0
29.0	22.0
30.0	31.0
31.0	30.0
32.0	34.0
33.0	47.0
34.0	89.0
35.0	111.0
36.0	65.0
37.0	48.0
38.0	56.0
39.0	39.0
40.0	53.0
41.0	93.0
42.0	12.0
43.0	11.0
44.0	9.0
45.0	10.0
46.0	10.0
47.0	18.0
48.0	43.0
49.0	58.0
50.0	53.0
51.0	55.0
52.0	63.0
53.0	121.0
54.0	186.0
55.0	314.0
56.0	183.0
57.0	174.0
58.0	702.0
59.0	15878.0
60.0	10975.0
