#Duplication rate	Coverage
1.0	755.0
2.0	629.0
3.0	567.0
4.0	446.0
5.0	439.0
6.0	405.0
7.0	408.0
8.0	365.0
9.0	362.0
10.0	322.0
11.0	298.0
12.0	299.0
13.0	253.0
14.0	243.0
15.0	245.0
16.0	246.0
17.0	220.0
18.0	229.0
19.0	201.0
20.0	240.0
21.0	209.0
22.0	210.0
23.0	211.0
24.0	197.0
25.0	175.0
26.0	171.0
27.0	170.0
28.0	172.0
29.0	142.0
30.0	153.0
31.0	169.0
32.0	145.0
33.0	142.0
34.0	136.0
35.0	159.0
36.0	131.0
37.0	119.0
38.0	131.0
39.0	133.0
40.0	119.0
41.0	119.0
42.0	117.0
43.0	115.0
44.0	114.0
45.0	108.0
46.0	120.0
47.0	116.0
48.0	103.0
49.0	114.0
50.0	16900.0
