#Mapping quality	mapping quality
1.0	33.0
4.0	8.0
5.0	14.0
6.0	24.0
7.0	45.0
8.0	42.0
9.0	41.0
10.0	33.0
11.0	32.0
12.0	26.0
13.0	16.0
14.0	13.0
15.0	16.0
16.0	14.0
17.0	6.0
18.0	12.0
19.0	21.0
20.0	25.0
21.0	28.0
22.0	29.0
23.0	41.0
24.0	45.0
25.0	39.0
26.0	12.0
27.0	38.0
28.0	74.0
29.0	30.0
30.0	40.0
31.0	35.0
32.0	82.0
33.0	28.0
34.0	42.0
35.0	42.0
36.0	16.0
37.0	19.0
38.0	21.0
39.0	15.0
40.0	5.0
41.0	4.0
42.0	7.0
43.0	10.0
44.0	12.0
45.0	7.0
46.0	8.0
47.0	29.0
48.0	22.0
49.0	27.0
50.0	76.0
51.0	27.0
52.0	26.0
53.0	29.0
54.0	42.0
55.0	50.0
56.0	96.0
57.0	189.0
58.0	399.0
59.0	9730.0
60.0	18011.0
