#Duplication rate	Coverage
1.0	3340.0
2.0	3253.0
3.0	2785.0
4.0	2447.0
5.0	2042.0
6.0	1712.0
7.0	1484.0
8.0	1197.0
9.0	1122.0
10.0	936.0
11.0	784.0
12.0	693.0
13.0	597.0
14.0	526.0
15.0	471.0
16.0	405.0
17.0	366.0
18.0	314.0
19.0	290.0
20.0	233.0
21.0	232.0
22.0	220.0
23.0	172.0
24.0	146.0
25.0	123.0
26.0	140.0
27.0	125.0
28.0	114.0
29.0	78.0
30.0	74.0
31.0	65.0
32.0	74.0
33.0	59.0
34.0	59.0
35.0	46.0
36.0	43.0
37.0	45.0
38.0	34.0
39.0	32.0
40.0	26.0
41.0	22.0
42.0	24.0
43.0	23.0
44.0	25.0
45.0	17.0
46.0	17.0
47.0	10.0
48.0	10.0
49.0	11.0
50.0	140.0
