#Duplication rate	Coverage
1.0	99.0
2.0	117.0
3.0	122.0
4.0	137.0
5.0	150.0
6.0	175.0
7.0	168.0
8.0	165.0
9.0	129.0
10.0	129.0
11.0	147.0
12.0	141.0
13.0	130.0
14.0	123.0
15.0	124.0
16.0	113.0
17.0	129.0
18.0	122.0
19.0	120.0
20.0	126.0
21.0	94.0
22.0	128.0
23.0	128.0
24.0	128.0
25.0	114.0
26.0	103.0
27.0	131.0
28.0	131.0
29.0	126.0
30.0	142.0
31.0	121.0
32.0	130.0
33.0	143.0
34.0	122.0
35.0	133.0
36.0	134.0
37.0	150.0
38.0	128.0
39.0	130.0
40.0	136.0
41.0	127.0
42.0	114.0
43.0	137.0
44.0	157.0
45.0	143.0
46.0	123.0
47.0	125.0
48.0	118.0
49.0	130.0
50.0	23372.0
