#Duplication rate	Coverage
1.0	1803.0
2.0	1481.0
3.0	1225.0
4.0	1120.0
5.0	916.0
6.0	873.0
7.0	788.0
8.0	755.0
9.0	684.0
10.0	644.0
11.0	582.0
12.0	530.0
13.0	505.0
14.0	441.0
15.0	451.0
16.0	401.0
17.0	386.0
18.0	344.0
19.0	339.0
20.0	327.0
21.0	308.0
22.0	289.0
23.0	231.0
24.0	245.0
25.0	241.0
26.0	242.0
27.0	228.0
28.0	220.0
29.0	205.0
30.0	218.0
31.0	214.0
32.0	198.0
33.0	197.0
34.0	184.0
35.0	151.0
36.0	185.0
37.0	168.0
38.0	129.0
39.0	188.0
40.0	168.0
41.0	142.0
42.0	138.0
43.0	143.0
44.0	153.0
45.0	131.0
46.0	143.0
47.0	121.0
48.0	123.0
49.0	136.0
50.0	7798.0
