#Duplication rate	Coverage
1.0	3840.0
2.0	1250.0
3.0	575.0
4.0	325.0
5.0	245.0
6.0	177.0
7.0	147.0
8.0	97.0
9.0	100.0
10.0	89.0
11.0	78.0
12.0	47.0
13.0	66.0
14.0	53.0
15.0	43.0
16.0	43.0
17.0	27.0
18.0	30.0
19.0	29.0
20.0	23.0
21.0	13.0
22.0	21.0
23.0	11.0
24.0	19.0
25.0	17.0
26.0	15.0
27.0	10.0
28.0	10.0
29.0	14.0
30.0	12.0
31.0	8.0
32.0	14.0
33.0	6.0
34.0	8.0
35.0	11.0
36.0	6.0
37.0	4.0
38.0	8.0
39.0	6.0
40.0	8.0
41.0	5.0
42.0	6.0
43.0	6.0
44.0	8.0
45.0	3.0
46.0	3.0
47.0	4.0
48.0	6.0
49.0	3.0
50.0	244.0
