#Duplication rate	Coverage
1.0	2088.0
2.0	685.0
3.0	344.0
4.0	240.0
5.0	132.0
6.0	90.0
7.0	66.0
8.0	56.0
9.0	49.0
10.0	39.0
11.0	39.0
12.0	21.0
13.0	27.0
14.0	20.0
15.0	16.0
16.0	23.0
17.0	25.0
18.0	14.0
19.0	21.0
20.0	13.0
21.0	13.0
22.0	7.0
23.0	6.0
24.0	18.0
25.0	10.0
26.0	9.0
27.0	8.0
28.0	3.0
29.0	8.0
30.0	7.0
31.0	5.0
32.0	5.0
33.0	11.0
34.0	6.0
35.0	7.0
36.0	8.0
37.0	4.0
38.0	3.0
39.0	6.0
40.0	6.0
41.0	10.0
42.0	6.0
43.0	4.0
44.0	1.0
45.0	9.0
46.0	4.0
47.0	6.0
48.0	1.0
49.0	1.0
50.0	196.0
