#Duplication rate	Coverage
1.0	1820.0
2.0	1783.0
3.0	1497.0
4.0	1350.0
5.0	1121.0
6.0	918.0
7.0	781.0
8.0	740.0
9.0	672.0
10.0	572.0
11.0	575.0
12.0	518.0
13.0	401.0
14.0	415.0
15.0	399.0
16.0	371.0
17.0	353.0
18.0	329.0
19.0	323.0
20.0	319.0
21.0	291.0
22.0	313.0
23.0	294.0
24.0	239.0
25.0	271.0
26.0	277.0
27.0	264.0
28.0	246.0
29.0	240.0
30.0	243.0
31.0	226.0
32.0	209.0
33.0	198.0
34.0	203.0
35.0	203.0
36.0	164.0
37.0	189.0
38.0	200.0
39.0	175.0
40.0	161.0
41.0	173.0
42.0	158.0
43.0	168.0
44.0	176.0
45.0	159.0
46.0	166.0
47.0	161.0
48.0	138.0
49.0	135.0
50.0	7178.0
