#Duplication rate	Coverage
1.0	1850.0
2.0	1553.0
3.0	1368.0
4.0	1190.0
5.0	1047.0
6.0	865.0
7.0	833.0
8.0	748.0
9.0	677.0
10.0	691.0
11.0	587.0
12.0	545.0
13.0	513.0
14.0	500.0
15.0	497.0
16.0	472.0
17.0	439.0
18.0	410.0
19.0	381.0
20.0	350.0
21.0	344.0
22.0	315.0
23.0	306.0
24.0	324.0
25.0	297.0
26.0	289.0
27.0	247.0
28.0	241.0
29.0	240.0
30.0	219.0
31.0	222.0
32.0	210.0
33.0	197.0
34.0	187.0
35.0	189.0
36.0	181.0
37.0	195.0
38.0	161.0
39.0	160.0
40.0	179.0
41.0	152.0
42.0	129.0
43.0	154.0
44.0	143.0
45.0	148.0
46.0	124.0
47.0	131.0
48.0	108.0
49.0	95.0
50.0	6567.0
