#Duplication rate	Coverage
1.0	4197.0
2.0	2704.0
3.0	1877.0
4.0	1434.0
5.0	1083.0
6.0	940.0
7.0	768.0
8.0	696.0
9.0	615.0
10.0	506.0
11.0	465.0
12.0	431.0
13.0	387.0
14.0	316.0
15.0	293.0
16.0	300.0
17.0	244.0
18.0	239.0
19.0	218.0
20.0	188.0
21.0	195.0
22.0	179.0
23.0	157.0
24.0	150.0
25.0	159.0
26.0	140.0
27.0	122.0
28.0	100.0
29.0	79.0
30.0	120.0
31.0	87.0
32.0	89.0
33.0	73.0
34.0	63.0
35.0	65.0
36.0	83.0
37.0	62.0
38.0	58.0
39.0	58.0
40.0	62.0
41.0	57.0
42.0	55.0
43.0	40.0
44.0	35.0
45.0	40.0
46.0	47.0
47.0	33.0
48.0	34.0
49.0	28.0
50.0	762.0
