#Coverage (X)	Coverage
1.0	100.0
2.0	100.0
3.0	100.0
4.0	100.0
5.0	100.0
6.0	100.0
7.0	100.0
8.0	100.0
9.0	100.0
10.0	100.0
11.0	100.0
12.0	100.0
13.0	99.88295488746948
14.0	99.74918904457746
15.0	99.58532588703474
16.0	99.58198174096245
17.0	99.56526101060095
18.0	99.55857271845635
19.0	99.54519613416714
20.0	99.50172223522723
21.0	99.48500150486574
22.0	99.44152760592583
23.0	99.36795639233522
24.0	99.31445005517841
25.0	99.26094371802161
26.0	99.2575995719493
27.0	99.254255425877
28.0	99.254255425877
29.0	99.254255425877
30.0	99.254255425877
31.0	99.254255425877
32.0	99.254255425877
33.0	99.2509112798047
34.0	99.220813965154
35.0	99.2107815269371
36.0	99.19740494264789
37.0	99.19740494264789
38.0	99.1940607965756
39.0	99.1806842122864
40.0	99.1639634819249
41.0	99.15393104370798
42.0	99.14389860549109
43.0	99.13386616727419
44.0	99.13386616727419
45.0	99.09708056047889
46.0	99.06698324582818
47.0	98.99341203223757
48.0	98.89643179614086
49.0	98.84292545898404
50.0	98.78273082968263
51.0	98.75597766110424
