#Duplication rate	Coverage
1.0	3132.0
2.0	1996.0
3.0	1493.0
4.0	1260.0
5.0	962.0
6.0	856.0
7.0	724.0
8.0	663.0
9.0	610.0
10.0	526.0
11.0	474.0
12.0	432.0
13.0	388.0
14.0	343.0
15.0	308.0
16.0	301.0
17.0	256.0
18.0	281.0
19.0	265.0
20.0	235.0
21.0	204.0
22.0	210.0
23.0	155.0
24.0	151.0
25.0	166.0
26.0	153.0
27.0	142.0
28.0	115.0
29.0	131.0
30.0	111.0
31.0	103.0
32.0	92.0
33.0	100.0
34.0	81.0
35.0	87.0
36.0	72.0
37.0	79.0
38.0	77.0
39.0	53.0
40.0	65.0
41.0	51.0
42.0	53.0
43.0	59.0
44.0	54.0
45.0	46.0
46.0	50.0
47.0	50.0
48.0	45.0
49.0	42.0
50.0	1428.0
