#Coverage	Number of genomic locations
0.0	964.0
1.0	846.0
2.0	663.0
3.0	523.0
4.0	256.0
5.0	402.0
6.0	277.0
7.0	301.0
8.0	226.0
9.0	235.0
10.0	176.0
11.0	114.0
12.0	102.0
13.0	88.0
14.0	67.0
15.0	60.0
16.0	67.0
17.0	72.0
18.0	86.0
19.0	78.0
20.0	96.0
21.0	65.0
22.0	51.0
23.0	84.0
24.0	89.0
25.0	66.0
26.0	74.0
27.0	69.0
28.0	45.0
29.0	61.0
30.0	61.0
31.0	58.0
32.0	63.0
33.0	77.0
34.0	67.0
35.0	45.0
36.0	44.0
37.0	70.0
38.0	75.0
39.0	36.0
40.0	86.0
41.0	58.0
42.0	78.0
43.0	32.0
44.0	52.0
45.0	59.0
46.0	60.0
47.0	39.0
48.0	48.0
49.0	67.0
50.0	52.0
51.0	45.0
52.0	43.0
53.0	46.0
54.0	37.0
55.0	35.0
56.0	35.0
57.0	65.0
58.0	44.0
59.0	39.0
60.0	61.0
61.0	56.0
62.0	34.0
63.0	43.0
64.0	43.0
65.0	62.0
66.0	66.0
67.0	68.0
68.0	49.0
69.0	44.0
70.0	51.0
71.0	41.0
72.0	52.0
73.0	48.0
74.0	42.0
75.0	47.0
76.0	37.0
77.0	33.0
78.0	53.0
79.0	33.0
80.0	29.0
81.0	44.0
82.0	52.0
83.0	68.0
84.0	55.0
85.0	36.0
86.0	52.0
87.0	58.0
88.0	55.0
89.0	65.0
90.0	46.0
91.0	53.0
92.0	50.0
93.0	45.0
94.0	33.0
95.0	38.0
96.0	35.0
97.0	33.0
98.0	36.0
99.0	49.0
100.0	25.0
101.0	34.0
102.0	30.0
103.0	39.0
104.0	34.0
105.0	28.0
106.0	19.0
107.0	34.0
108.0	37.0
109.0	37.0
110.0	45.0
111.0	33.0
112.0	47.0
113.0	38.0
114.0	43.0
115.0	50.0
116.0	43.0
117.0	37.0
118.0	44.0
119.0	38.0
120.0	36.0
121.0	35.0
122.0	33.0
123.0	42.0
124.0	39.0
125.0	37.0
126.0	31.0
127.0	45.0
128.0	48.0
129.0	39.0
130.0	38.0
131.0	27.0
132.0	27.0
133.0	30.0
134.0	27.0
135.0	19.0
136.0	18.0
137.0	18.0
138.0	21.0
139.0	22.0
140.0	19.0
141.0	20.0
142.0	17.0
143.0	18.0
144.0	28.0
145.0	20.0
146.0	19.0
147.0	20.0
148.0	31.0
149.0	19.0
150.0	19.0
151.0	12.0
152.0	20.0
153.0	16.0
154.0	19.0
155.0	26.0
156.0	13.0
157.0	20.0
158.0	24.0
159.0	20.0
160.0	15.0
161.0	15.0
162.0	21.0
163.0	30.0
164.0	25.0
165.0	22.0
166.0	24.0
167.0	13.0
168.0	24.0
169.0	28.0
170.0	24.0
171.0	18.0
172.0	28.0
173.0	33.0
174.0	31.0
175.0	35.0
176.0	33.0
177.0	27.0
178.0	26.0
179.0	32.0
180.0	30.0
181.0	31.0
182.0	20.0
183.0	34.0
184.0	17.0
185.0	33.0
186.0	21.0
187.0	15.0
188.0	17.0
189.0	21.0
190.0	18.0
191.0	17.0
192.0	9.0
193.0	18.0
194.0	11.0
195.0	18.0
196.0	12.0
197.0	16.0
198.0	9.0
199.0	15.0
200.0	15.0
201.0	13.0
202.0	8.0
203.0	5.0
204.0	9.0
205.0	6.0
206.0	8.0
207.0	4.0
208.0	14.0
209.0	8.0
210.0	11.0
211.0	5.0
212.0	6.0
213.0	11.0
214.0	10.0
215.0	11.0
216.0	8.0
217.0	12.0
218.0	10.0
219.0	17.0
220.0	15.0
221.0	17.0
222.0	14.0
223.0	12.0
224.0	17.0
225.0	9.0
226.0	14.0
227.0	18.0
228.0	11.0
229.0	13.0
230.0	26.0
231.0	19.0
232.0	20.0
233.0	19.0
234.0	28.0
235.0	15.0
236.0	22.0
237.0	20.0
238.0	19.0
239.0	10.0
240.0	10.0
241.0	15.0
242.0	16.0
243.0	6.0
244.0	6.0
245.0	15.0
246.0	8.0
247.0	11.0
248.0	11.0
249.0	10.0
250.0	14.0
251.0	14.0
252.0	10.0
253.0	5.0
254.0	14.0
255.0	11.0
256.0	14.0
257.0	19.0
258.0	15.0
259.0	18.0
260.0	11.0
261.0	14.0
262.0	16.0
263.0	14.0
264.0	18.0
265.0	18.0
266.0	14.0
267.0	19.0
268.0	20.0
269.0	20.0
270.0	17.0
271.0	11.0
272.0	12.0
273.0	15.0
274.0	12.0
275.0	19.0
276.0	12.0
277.0	14.0
278.0	9.0
279.0	11.0
280.0	6.0
281.0	8.0
282.0	13.0
283.0	18.0
284.0	7.0
285.0	10.0
286.0	10.0
287.0	11.0
288.0	17.0
289.0	20.0
290.0	21.0
291.0	16.0
292.0	15.0
293.0	9.0
294.0	13.0
295.0	19.0
296.0	14.0
297.0	23.0
298.0	15.0
299.0	16.0
300.0	16.0
301.0	16.0
302.0	15.0
303.0	15.0
304.0	8.0
305.0	6.0
306.0	12.0
307.0	8.0
308.0	13.0
309.0	8.0
310.0	5.0
311.0	5.0
312.0	3.0
313.0	6.0
314.0	14.0
315.0	6.0
316.0	13.0
317.0	12.0
318.0	9.0
319.0	7.0
320.0	12.0
321.0	5.0
322.0	11.0
323.0	20.0
324.0	9.0
325.0	8.0
326.0	11.0
327.0	12.0
328.0	17.0
329.0	18.0
330.0	17.0
331.0	17.0
332.0	12.0
333.0	16.0
334.0	18.0
335.0	16.0
336.0	16.0
337.0	24.0
338.0	24.0
339.0	23.0
340.0	29.0
341.0	19.0
342.0	19.0
343.0	20.0
344.0	20.0
345.0	17.0
346.0	19.0
347.0	18.0
348.0	21.0
349.0	20.0
350.0	21.0
351.0	16.0
352.0	35.0
353.0	22.0
354.0	28.0
355.0	21.0
356.0	24.0
357.0	32.0
358.0	18.0
359.0	27.0
360.0	23.0
361.0	18.0
362.0	18.0
363.0	20.0
364.0	21.0
365.0	21.0
366.0	21.0
367.0	18.0
368.0	26.0
369.0	26.0
370.0	24.0
371.0	35.0
372.0	27.0
373.0	28.0
374.0	28.0
375.0	16.0
376.0	20.0
377.0	23.0
378.0	22.0
379.0	22.0
380.0	16.0
381.0	20.0
382.0	23.0
383.0	8.0
384.0	13.0
385.0	11.0
386.0	12.0
387.0	7.0
388.0	21.0
389.0	13.0
390.0	15.0
391.0	17.0
392.0	12.0
393.0	13.0
394.0	14.0
395.0	6.0
396.0	23.0
397.0	17.0
398.0	7.0
399.0	9.0
400.0	8.0
401.0	14.0
402.0	12.0
403.0	4.0
404.0	10.0
405.0	13.0
406.0	10.0
407.0	7.0
408.0	2.0
409.0	4.0
410.0	12.0
411.0	7.0
412.0	12.0
413.0	7.0
414.0	10.0
415.0	12.0
416.0	6.0
417.0	10.0
418.0	6.0
419.0	8.0
420.0	8.0
421.0	8.0
422.0	10.0
423.0	15.0
424.0	17.0
425.0	11.0
426.0	8.0
427.0	19.0
428.0	9.0
429.0	13.0
430.0	16.0
431.0	11.0
432.0	8.0
433.0	10.0
434.0	10.0
435.0	10.0
436.0	9.0
437.0	10.0
438.0	9.0
439.0	4.0
440.0	8.0
441.0	17.0
442.0	13.0
443.0	11.0
444.0	11.0
445.0	9.0
446.0	10.0
447.0	11.0
448.0	9.0
449.0	10.0
450.0	3.0
451.0	11.0
452.0	12.0
453.0	10.0
454.0	11.0
455.0	13.0
456.0	12.0
457.0	15.0
458.0	22.0
459.0	9.0
460.0	13.0
461.0	13.0
462.0	18.0
463.0	15.0
464.0	15.0
465.0	9.0
466.0	14.0
467.0	17.0
468.0	19.0
469.0	11.0
470.0	10.0
471.0	9.0
472.0	6.0
473.0	6.0
474.0	14.0
475.0	17.0
476.0	18.0
477.0	22.0
478.0	15.0
479.0	8.0
480.0	18.0
481.0	17.0
482.0	13.0
483.0	9.0
484.0	10.0
485.0	8.0
486.0	17.0
487.0	21.0
488.0	10.0
489.0	13.0
490.0	17.0
491.0	14.0
492.0	12.0
493.0	17.0
494.0	17.0
495.0	26.0
496.0	16.0
497.0	11.0
498.0	18.0
499.0	19.0
500.0	12.0
501.0	16.0
502.0	26.0
503.0	13.0
504.0	11.0
505.0	18.0
506.0	16.0
507.0	13.0
508.0	17.0
509.0	16.0
510.0	17.0
511.0	17.0
512.0	15.0
513.0	12.0
514.0	14.0
515.0	23.0
516.0	14.0
517.0	17.0
518.0	12.0
519.0	8.0
520.0	18.0
521.0	20.0
522.0	20.0
523.0	14.0
524.0	21.0
525.0	16.0
526.0	15.0
527.0	17.0
528.0	26.0
529.0	17.0
530.0	12.0
531.0	11.0
532.0	14.0
533.0	17.0
534.0	17.0
535.0	20.0
536.0	18.0
537.0	18.0
538.0	17.0
539.0	18.0
540.0	17.0
541.0	10.0
542.0	14.0
543.0	17.0
544.0	16.0
545.0	10.0
546.0	13.0
547.0	19.0
548.0	9.0
549.0	16.0
550.0	15.0
551.0	14.0
552.0	11.0
553.0	15.0
554.0	12.0
555.0	8.0
556.0	6.0
557.0	13.0
558.0	10.0
559.0	16.0
560.0	11.0
561.0	9.0
562.0	8.0
563.0	10.0
564.0	12.0
565.0	11.0
566.0	14.0
567.0	16.0
568.0	14.0
569.0	9.0
570.0	13.0
571.0	13.0
572.0	10.0
573.0	6.0
574.0	10.0
575.0	12.0
576.0	11.0
577.0	14.0
578.0	13.0
579.0	10.0
580.0	15.0
581.0	21.0
582.0	9.0
583.0	14.0
584.0	14.0
585.0	5.0
586.0	20.0
587.0	6.0
588.0	9.0
589.0	16.0
590.0	12.0
591.0	13.0
592.0	11.0
593.0	9.0
594.0	13.0
595.0	11.0
596.0	17.0
597.0	14.0
598.0	14.0
599.0	15.0
600.0	8.0
601.0	15.0
602.0	19.0
603.0	19.0
604.0	15.0
