#Mapping quality	mapping quality
2.0	16.0
3.0	95.0
4.0	62.0
5.0	88.0
6.0	206.0
7.0	108.0
8.0	161.0
9.0	105.0
10.0	229.0
11.0	116.0
12.0	238.0
13.0	167.0
14.0	131.0
15.0	121.0
16.0	135.0
17.0	118.0
18.0	163.0
19.0	155.0
20.0	112.0
21.0	238.0
22.0	149.0
23.0	127.0
24.0	89.0
25.0	118.0
26.0	130.0
27.0	158.0
28.0	115.0
29.0	122.0
30.0	115.0
31.0	103.0
32.0	111.0
33.0	93.0
34.0	105.0
35.0	122.0
36.0	176.0
37.0	133.0
38.0	155.0
39.0	186.0
40.0	149.0
41.0	200.0
42.0	228.0
43.0	248.0
44.0	211.0
45.0	316.0
46.0	399.0
47.0	221.0
48.0	252.0
49.0	276.0
50.0	281.0
51.0	166.0
52.0	138.0
53.0	338.0
54.0	378.0
55.0	513.0
56.0	443.0
57.0	370.0
58.0	802.0
59.0	13568.0
60.0	5335.0
