#Duplication rate	Coverage
1.0	2536.0
2.0	881.0
3.0	453.0
4.0	276.0
5.0	203.0
6.0	146.0
7.0	107.0
8.0	89.0
9.0	57.0
10.0	53.0
11.0	30.0
12.0	46.0
13.0	33.0
14.0	21.0
15.0	30.0
16.0	20.0
17.0	13.0
18.0	14.0
19.0	12.0
20.0	12.0
21.0	17.0
22.0	7.0
23.0	5.0
24.0	7.0
25.0	16.0
26.0	12.0
27.0	5.0
28.0	7.0
29.0	6.0
30.0	5.0
31.0	8.0
32.0	3.0
33.0	2.0
34.0	9.0
35.0	4.0
36.0	3.0
37.0	3.0
38.0	4.0
39.0	2.0
40.0	3.0
41.0	4.0
42.0	3.0
43.0	5.0
44.0	3.0
45.0	1.0
46.0	1.0
47.0	3.0
48.0	6.0
49.0	5.0
50.0	253.0
