#Mapping quality	mapping quality
6.0	71.0
7.0	42.0
8.0	22.0
9.0	16.0
11.0	4.0
12.0	2.0
13.0	6.0
14.0	3.0
15.0	6.0
16.0	15.0
17.0	25.0
18.0	27.0
19.0	26.0
20.0	24.0
21.0	29.0
22.0	24.0
23.0	85.0
24.0	109.0
25.0	117.0
26.0	89.0
27.0	93.0
28.0	76.0
29.0	60.0
30.0	54.0
31.0	80.0
32.0	63.0
33.0	97.0
34.0	91.0
35.0	99.0
36.0	81.0
37.0	83.0
38.0	83.0
39.0	79.0
40.0	63.0
41.0	81.0
42.0	73.0
43.0	68.0
44.0	80.0
45.0	123.0
46.0	127.0
47.0	101.0
48.0	107.0
49.0	104.0
50.0	158.0
51.0	149.0
52.0	159.0
53.0	196.0
54.0	177.0
55.0	117.0
56.0	450.0
57.0	583.0
58.0	1124.0
59.0	8892.0
60.0	15190.0
