#Coverage	Number of genomic locations
0.0	882.0
1.0	67.0
2.0	483.0
3.0	342.0
4.0	103.0
5.0	213.0
6.0	174.0
7.0	64.0
8.0	201.0
9.0	153.0
10.0	68.0
11.0	29.0
12.0	110.0
13.0	104.0
14.0	131.0
15.0	117.0
16.0	113.0
17.0	180.0
18.0	75.0
19.0	131.0
20.0	135.0
21.0	95.0
22.0	153.0
23.0	130.0
24.0	200.0
25.0	116.0
26.0	237.0
27.0	153.0
28.0	151.0
29.0	223.0
30.0	128.0
31.0	115.0
32.0	144.0
33.0	220.0
34.0	95.0
35.0	106.0
36.0	88.0
37.0	139.0
38.0	130.0
39.0	157.0
40.0	179.0
41.0	151.0
42.0	115.0
43.0	184.0
44.0	159.0
45.0	115.0
46.0	174.0
47.0	171.0
48.0	161.0
49.0	181.0
50.0	199.0
51.0	163.0
52.0	153.0
53.0	126.0
54.0	165.0
55.0	190.0
56.0	199.0
57.0	233.0
58.0	235.0
59.0	196.0
60.0	253.0
61.0	210.0
62.0	168.0
63.0	236.0
64.0	218.0
65.0	182.0
66.0	213.0
67.0	182.0
68.0	183.0
69.0	213.0
70.0	212.0
71.0	187.0
72.0	185.0
73.0	167.0
74.0	204.0
75.0	142.0
76.0	202.0
77.0	183.0
78.0	189.0
79.0	167.0
80.0	153.0
81.0	147.0
82.0	178.0
83.0	142.0
84.0	165.0
85.0	162.0
86.0	125.0
87.0	115.0
88.0	85.0
89.0	127.0
90.0	121.0
91.0	131.0
92.0	126.0
93.0	139.0
94.0	124.0
95.0	116.0
96.0	116.0
97.0	118.0
98.0	153.0
99.0	134.0
100.0	186.0
101.0	181.0
102.0	178.0
103.0	148.0
104.0	138.0
105.0	148.0
106.0	167.0
107.0	187.0
108.0	188.0
109.0	131.0
110.0	182.0
111.0	159.0
112.0	232.0
113.0	220.0
114.0	132.0
115.0	149.0
116.0	159.0
117.0	124.0
118.0	118.0
119.0	152.0
120.0	164.0
121.0	143.0
122.0	132.0
123.0	119.0
124.0	88.0
125.0	76.0
126.0	106.0
127.0	132.0
128.0	93.0
129.0	74.0
130.0	121.0
131.0	96.0
132.0	93.0
133.0	94.0
134.0	82.0
135.0	95.0
136.0	93.0
137.0	89.0
138.0	102.0
139.0	144.0
140.0	104.0
141.0	86.0
142.0	96.0
143.0	67.0
144.0	63.0
145.0	98.0
146.0	111.0
147.0	116.0
148.0	81.0
149.0	86.0
150.0	105.0
151.0	66.0
152.0	134.0
153.0	54.0
154.0	100.0
155.0	95.0
156.0	84.0
157.0	96.0
158.0	81.0
159.0	72.0
160.0	65.0
161.0	81.0
162.0	76.0
163.0	79.0
164.0	51.0
165.0	71.0
166.0	63.0
167.0	59.0
168.0	53.0
169.0	60.0
170.0	57.0
171.0	107.0
172.0	88.0
173.0	81.0
174.0	79.0
175.0	39.0
176.0	57.0
177.0	52.0
178.0	56.0
179.0	70.0
180.0	62.0
181.0	59.0
182.0	53.0
183.0	58.0
184.0	73.0
185.0	87.0
186.0	69.0
187.0	69.0
188.0	50.0
189.0	64.0
190.0	39.0
191.0	53.0
192.0	42.0
193.0	67.0
194.0	47.0
195.0	61.0
196.0	78.0
197.0	64.0
198.0	68.0
199.0	42.0
200.0	53.0
201.0	53.0
202.0	47.0
203.0	49.0
204.0	53.0
205.0	54.0
206.0	29.0
207.0	28.0
208.0	57.0
209.0	37.0
210.0	29.0
211.0	36.0
212.0	50.0
213.0	47.0
214.0	42.0
215.0	65.0
216.0	55.0
217.0	70.0
218.0	35.0
219.0	26.0
220.0	38.0
221.0	38.0
222.0	50.0
223.0	47.0
224.0	41.0
225.0	26.0
226.0	17.0
227.0	33.0
228.0	44.0
229.0	36.0
230.0	22.0
231.0	40.0
232.0	34.0
233.0	18.0
234.0	29.0
235.0	23.0
236.0	38.0
237.0	29.0
238.0	38.0
239.0	22.0
240.0	31.0
241.0	19.0
242.0	31.0
243.0	17.0
244.0	29.0
245.0	32.0
246.0	28.0
247.0	26.0
248.0	24.0
249.0	22.0
250.0	25.0
251.0	24.0
252.0	24.0
253.0	39.0
254.0	17.0
255.0	25.0
256.0	35.0
257.0	48.0
258.0	22.0
259.0	49.0
260.0	19.0
261.0	35.0
262.0	42.0
263.0	21.0
264.0	22.0
265.0	32.0
266.0	27.0
267.0	14.0
268.0	14.0
269.0	10.0
270.0	21.0
271.0	20.0
272.0	14.0
273.0	15.0
274.0	19.0
275.0	12.0
276.0	16.0
277.0	13.0
278.0	12.0
279.0	16.0
280.0	22.0
281.0	19.0
282.0	21.0
283.0	13.0
284.0	22.0
285.0	5.0
286.0	10.0
287.0	8.0
288.0	5.0
289.0	16.0
290.0	4.0
291.0	5.0
292.0	13.0
293.0	9.0
294.0	6.0
295.0	5.0
296.0	2.0
297.0	18.0
298.0	2.0
299.0	16.0
300.0	14.0
301.0	8.0
302.0	5.0
303.0	2.0
304.0	7.0
305.0	5.0
306.0	7.0
307.0	7.0
308.0	8.0
309.0	7.0
310.0	11.0
311.0	10.0
312.0	5.0
313.0	9.0
314.0	11.0
315.0	19.0
316.0	11.0
317.0	3.0
318.0	6.0
319.0	7.0
320.0	5.0
321.0	2.0
322.0	7.0
323.0	16.0
324.0	10.0
325.0	6.0
326.0	16.0
327.0	18.0
328.0	18.0
329.0	12.0
330.0	13.0
331.0	8.0
332.0	18.0
333.0	9.0
334.0	13.0
335.0	11.0
336.0	21.0
337.0	14.0
338.0	15.0
339.0	14.0
340.0	19.0
341.0	8.0
342.0	17.0
343.0	20.0
344.0	12.0
345.0	21.0
346.0	5.0
347.0	9.0
348.0	15.0
349.0	21.0
350.0	22.0
351.0	11.0
352.0	10.0
353.0	9.0
354.0	8.0
355.0	2.0
356.0	7.0
357.0	5.0
358.0	5.0
359.0	7.0
360.0	9.0
361.0	1.0
362.0	5.0
363.0	1.0
364.0	2.0
366.0	1.0
367.0	3.0
368.0	1.0
370.0	2.0
372.0	9.0
373.0	2.0
374.0	12.0
375.0	4.0
376.0	6.0
377.0	2.0
382.0	1.0
383.0	1.0
387.0	3.0
388.0	1.0
