#Duplication rate	Coverage
1.0	3713.0
2.0	2182.0
3.0	1552.0
4.0	1207.0
5.0	972.0
6.0	880.0
7.0	689.0
8.0	611.0
9.0	561.0
10.0	570.0
11.0	502.0
12.0	424.0
13.0	386.0
14.0	352.0
15.0	302.0
16.0	306.0
17.0	275.0
18.0	282.0
19.0	241.0
20.0	227.0
21.0	190.0
22.0	214.0
23.0	195.0
24.0	155.0
25.0	161.0
26.0	163.0
27.0	143.0
28.0	143.0
29.0	129.0
30.0	120.0
31.0	135.0
32.0	112.0
33.0	111.0
34.0	97.0
35.0	88.0
36.0	100.0
37.0	64.0
38.0	84.0
39.0	71.0
40.0	76.0
41.0	84.0
42.0	77.0
43.0	71.0
44.0	56.0
45.0	70.0
46.0	62.0
47.0	67.0
48.0	61.0
49.0	51.0
50.0	2183.0
