#Duplication rate	Coverage
1.0	4489.0
2.0	2743.0
3.0	1764.0
4.0	1424.0
5.0	1064.0
6.0	820.0
7.0	759.0
8.0	645.0
9.0	534.0
10.0	476.0
11.0	424.0
12.0	372.0
13.0	302.0
14.0	293.0
15.0	246.0
16.0	226.0
17.0	242.0
18.0	206.0
19.0	168.0
20.0	147.0
21.0	155.0
22.0	133.0
23.0	125.0
24.0	121.0
25.0	134.0
26.0	87.0
27.0	86.0
28.0	89.0
29.0	90.0
30.0	89.0
31.0	78.0
32.0	64.0
33.0	61.0
34.0	58.0
35.0	66.0
36.0	62.0
37.0	62.0
38.0	55.0
39.0	40.0
40.0	43.0
41.0	37.0
42.0	38.0
43.0	47.0
44.0	41.0
45.0	42.0
46.0	38.0
47.0	34.0
48.0	28.0
49.0	32.0
50.0	1445.0
