#Duplication rate	Coverage
1.0	519.0
2.0	647.0
3.0	551.0
4.0	649.0
5.0	658.0
6.0	686.0
7.0	768.0
8.0	773.0
9.0	776.0
10.0	774.0
11.0	750.0
12.0	810.0
13.0	754.0
14.0	795.0
15.0	810.0
16.0	752.0
17.0	767.0
18.0	751.0
19.0	664.0
20.0	708.0
21.0	646.0
22.0	597.0
23.0	609.0
24.0	570.0
25.0	531.0
26.0	570.0
27.0	500.0
28.0	516.0
29.0	445.0
30.0	444.0
31.0	432.0
32.0	408.0
33.0	378.0
34.0	325.0
35.0	312.0
36.0	292.0
37.0	292.0
38.0	288.0
39.0	277.0
40.0	296.0
41.0	245.0
42.0	240.0
43.0	225.0
44.0	176.0
45.0	212.0
46.0	171.0
47.0	181.0
48.0	170.0
49.0	164.0
50.0	4154.0
