#Coverage (X)	Coverage
1.0	99.30107347088921
2.0	99.16061933585259
3.0	97.96341504196903
4.0	97.91994114302912
5.0	97.6758184797512
6.0	97.54539678293148
7.0	97.12069023174932
8.0	97.07387218673712
9.0	96.86319098418218
10.0	96.57893856803665
11.0	96.27796542152961
12.0	96.13082299434839
13.0	95.76296692639535
14.0	95.65929839815404
15.0	95.52553255526202
16.0	95.20115038624887
17.0	95.07741698157375
18.0	94.82995017222352
19.0	94.6560545764639
20.0	94.45874995819817
21.0	94.26813363207705
22.0	94.18787412634184
23.0	94.02735511487141
24.0	93.9136541484132
25.0	93.8200180583888
26.0	93.75313513694279
27.0	93.61602514797846
28.0	93.54579808046016
29.0	93.45885028258034
30.0	93.40534394542354
31.0	93.38527906898973
32.0	93.34514931612213
33.0	93.30836370932683
34.0	93.21138347323011
35.0	93.1244356753503
36.0	93.03414373139819
37.0	92.93381934922917
38.0	92.83015082098785
39.0	92.67632010166204
40.0	92.58937230378223
41.0	92.47232719125171
42.0	92.3251847640705
43.0	92.17135404474467
44.0	92.02421161756345
45.0	91.85366016787613
46.0	91.629602381032
47.0	91.36875898739257
48.0	91.14135705447615
49.0	90.92733170584891
50.0	90.67652075042638
51.0	90.43574223322075
