#Coverage (X)	Coverage
1.0	99.9799351235662
2.0	99.9799351235662
3.0	99.9799351235662
4.0	99.9799351235662
5.0	99.9799351235662
6.0	99.9799351235662
7.0	99.9799351235662
8.0	99.9799351235662
9.0	99.97324683142159
10.0	99.97324683142159
11.0	99.966558539277
12.0	99.95652610106009
13.0	99.9398053706986
14.0	99.91639634819249
15.0	99.84282513460188
16.0	99.81607196602347
17.0	99.75253319064977
18.0	99.70905929170986
19.0	99.65889710062535
20.0	99.61542320168545
21.0	99.56860515667324
22.0	99.50172223522723
23.0	99.46493662843193
24.0	99.43149516770893
25.0	99.41477443734742
26.0	99.38133297662442
27.0	99.26094371802161
28.0	99.20743738086479
29.0	99.06029495368358
30.0	98.92987325686386
31.0	98.77269839146574
32.0	98.64562084071832
33.0	98.5352640203324
34.0	98.40818646958499
35.0	98.28110891883757
36.0	98.18078453666857
37.0	97.99685650269204
38.0	97.79620773835401
39.0	97.56546165936528
40.0	97.19091729926762
41.0	96.9100090291944
42.0	96.60903588268735
43.0	96.33147175868642
44.0	96.01712202789018
45.0	95.64592181386483
46.0	95.3382603752132
47.0	95.06738454335685
48.0	94.72962579005451
49.0	94.38183459853526
50.0	94.02401096879912
51.0	93.71969367621978
