#Duplication rate	Coverage
1.0	1050.0
2.0	1040.0
3.0	1018.0
4.0	899.0
5.0	800.0
6.0	714.0
7.0	645.0
8.0	638.0
9.0	562.0
10.0	609.0
11.0	526.0
12.0	483.0
13.0	451.0
14.0	403.0
15.0	449.0
16.0	405.0
17.0	401.0
18.0	333.0
19.0	364.0
20.0	343.0
21.0	307.0
22.0	290.0
23.0	297.0
24.0	276.0
25.0	281.0
26.0	274.0
27.0	294.0
28.0	259.0
29.0	221.0
30.0	216.0
31.0	226.0
32.0	190.0
33.0	191.0
34.0	221.0
35.0	188.0
36.0	198.0
37.0	188.0
38.0	208.0
39.0	168.0
40.0	190.0
41.0	186.0
42.0	170.0
43.0	149.0
44.0	154.0
45.0	150.0
46.0	145.0
47.0	168.0
48.0	146.0
49.0	148.0
50.0	11041.0
