#Mapping quality	mapping quality
4.0	3.0
5.0	6.0
6.0	21.0
7.0	15.0
8.0	16.0
9.0	19.0
10.0	16.0
11.0	10.0
12.0	13.0
13.0	44.0
14.0	32.0
15.0	24.0
16.0	23.0
17.0	19.0
18.0	24.0
19.0	63.0
20.0	57.0
21.0	43.0
22.0	51.0
23.0	39.0
24.0	51.0
25.0	69.0
26.0	64.0
27.0	90.0
28.0	120.0
29.0	76.0
30.0	87.0
31.0	165.0
32.0	108.0
33.0	57.0
34.0	89.0
35.0	83.0
36.0	147.0
37.0	136.0
38.0	114.0
39.0	102.0
40.0	126.0
41.0	123.0
42.0	113.0
43.0	46.0
44.0	71.0
45.0	91.0
46.0	127.0
47.0	202.0
48.0	232.0
49.0	131.0
50.0	311.0
51.0	227.0
52.0	290.0
53.0	361.0
54.0	412.0
55.0	289.0
56.0	600.0
57.0	670.0
58.0	838.0
59.0	10715.0
60.0	11832.0
