#Duplication rate	Coverage
1.0	3252.0
2.0	2449.0
3.0	1898.0
4.0	1493.0
5.0	1201.0
6.0	993.0
7.0	781.0
8.0	770.0
9.0	600.0
10.0	537.0
11.0	527.0
12.0	478.0
13.0	392.0
14.0	385.0
15.0	365.0
16.0	339.0
17.0	302.0
18.0	311.0
19.0	264.0
20.0	218.0
21.0	243.0
22.0	223.0
23.0	265.0
24.0	222.0
25.0	195.0
26.0	223.0
27.0	167.0
28.0	171.0
29.0	180.0
30.0	157.0
31.0	147.0
32.0	162.0
33.0	147.0
34.0	137.0
35.0	145.0
36.0	143.0
37.0	149.0
38.0	135.0
39.0	136.0
40.0	115.0
41.0	125.0
42.0	125.0
43.0	125.0
44.0	91.0
45.0	113.0
46.0	119.0
47.0	102.0
48.0	83.0
49.0	85.0
50.0	3620.0
