#Coverage (X)	Coverage
1.0	99.9230846403371
2.0	99.88295488746948
3.0	99.86957830318028
4.0	99.85954586496338
5.0	99.85285757281878
6.0	99.83613684245728
7.0	99.76925392101127
8.0	99.74584489850517
9.0	99.74250075243286
10.0	99.73915660636057
11.0	99.72243587599907
12.0	99.70905929170986
13.0	99.65889710062535
14.0	99.51844296558873
15.0	99.38133297662442
16.0	99.3111059091061
17.0	99.21412567300939
18.0	99.07701568404508
19.0	98.87971106577935
20.0	98.62555596428452
21.0	98.4048423235127
22.0	98.35133598635588
23.0	98.34130354813898
24.0	98.32792696384978
25.0	98.28779721098218
26.0	98.19081697488546
27.0	98.15068722201786
28.0	98.03029796341504
29.0	97.98682406447514
30.0	97.92997358124603
31.0	97.86309065980002
32.0	97.762766277631
33.0	97.62565628866669
34.0	97.52198776042538
35.0	97.37150118717186
36.0	97.28455338929204
37.0	97.0036451192188
38.0	96.88325586061599
39.0	96.73611343343477
40.0	96.57225027589205
41.0	96.47861418586764
42.0	96.45186101728923
43.0	96.42845199478313
44.0	96.38832224191553
45.0	96.27796542152961
46.0	96.1441995786376
47.0	96.07731665719159
48.0	96.03718690432397
49.0	95.99705715145637
50.0	95.86329130856436
51.0	95.72952546567234
