#Insert size (bp)	insert size
36.0	82.0
37.0	89.0
38.0	79.0
39.0	91.0
40.0	101.0
41.0	106.0
42.0	110.0
43.0	100.0
44.0	93.0
45.0	91.0
46.0	98.0
47.0	68.0
48.0	58.0
49.0	63.0
50.0	73.0
51.0	65.0
52.0	70.0
53.0	82.0
54.0	74.0
55.0	69.0
56.0	78.0
57.0	70.0
58.0	47.0
59.0	54.0
60.0	50.0
61.0	72.0
62.0	68.0
63.0	70.0
64.0	66.0
65.0	79.0
66.0	62.0
67.0	45.0
68.0	32.0
69.0	47.0
70.0	40.0
71.0	27.0
72.0	39.0
73.0	25.0
74.0	37.0
75.0	36.0
76.0	22.0
77.0	15.0
78.0	11.0
79.0	7.0
80.0	7.0
81.0	5.0
82.0	14.0
83.0	8.0
84.0	8.0
85.0	8.0
86.0	6.0
87.0	6.0
88.0	10.0
89.0	4.0
90.0	4.0
91.0	7.0
92.0	5.0
93.0	4.0
94.0	8.0
95.0	8.0
96.0	3.0
97.0	7.0
98.0	5.0
99.0	6.0
100.0	7.0
101.0	10.0
102.0	4.0
103.0	6.0
104.0	7.0
105.0	6.0
106.0	5.0
107.0	12.0
108.0	7.0
109.0	7.0
110.0	8.0
111.0	1.0
112.0	7.0
113.0	7.0
114.0	8.0
115.0	6.0
116.0	6.0
117.0	10.0
118.0	15.0
119.0	7.0
120.0	10.0
121.0	10.0
122.0	9.0
123.0	12.0
124.0	9.0
125.0	9.0
126.0	12.0
127.0	10.0
128.0	6.0
129.0	8.0
130.0	4.0
131.0	7.0
132.0	9.0
133.0	7.0
134.0	8.0
135.0	11.0
136.0	12.0
137.0	10.0
138.0	7.0
139.0	9.0
140.0	10.0
141.0	5.0
142.0	13.0
143.0	12.0
144.0	184.0
145.0	175.0
146.0	190.0
147.0	208.0
148.0	230.0
149.0	226.0
150.0	432.0
151.0	5206.0
152.0	5150.0
153.0	5330.0
154.0	5248.0
155.0	5366.0
156.0	5397.0
157.0	5420.0
158.0	5361.0
159.0	2984.0
160.0	2889.0
161.0	2809.0
162.0	2717.0
163.0	2658.0
164.0	2634.0
165.0	2709.0
166.0	2741.0
167.0	2773.0
168.0	2724.0
169.0	2736.0
170.0	2640.0
171.0	2498.0
172.0	2424.0
173.0	2438.0
174.0	2379.0
175.0	2440.0
176.0	2477.0
177.0	2419.0
178.0	2455.0
179.0	2400.0
180.0	2374.0
181.0	2357.0
182.0	2278.0
183.0	2245.0
184.0	2155.0
185.0	2156.0
186.0	2231.0
187.0	2241.0
188.0	2195.0
189.0	2151.0
190.0	2159.0
191.0	2121.0
192.0	2048.0
193.0	2071.0
194.0	1953.0
195.0	1951.0
196.0	2015.0
197.0	2005.0
198.0	1987.0
199.0	1974.0
200.0	1870.0
201.0	1964.0
202.0	1856.0
203.0	1793.0
204.0	1823.0
205.0	1778.0
206.0	1766.0
207.0	1722.0
208.0	1753.0
209.0	1752.0
210.0	1673.0
211.0	1690.0
212.0	1657.0
213.0	1587.0
214.0	1563.0
215.0	1516.0
216.0	1525.0
217.0	1495.0
218.0	1513.0
219.0	1540.0
220.0	1472.0
221.0	1435.0
222.0	1504.0
223.0	1412.0
224.0	1437.0
225.0	1369.0
