#Mapping quality	mapping quality
6.0	2.0
7.0	1.0
8.0	2.0
9.0	4.0
10.0	6.0
11.0	30.0
12.0	21.0
13.0	6.0
14.0	8.0
15.0	5.0
16.0	9.0
17.0	7.0
18.0	8.0
19.0	10.0
20.0	11.0
21.0	9.0
22.0	10.0
23.0	10.0
24.0	10.0
25.0	8.0
26.0	6.0
27.0	5.0
28.0	11.0
29.0	24.0
30.0	26.0
31.0	31.0
32.0	26.0
33.0	9.0
34.0	10.0
35.0	15.0
36.0	10.0
37.0	21.0
38.0	16.0
39.0	11.0
40.0	44.0
41.0	34.0
42.0	25.0
43.0	65.0
44.0	61.0
45.0	14.0
46.0	16.0
47.0	41.0
48.0	42.0
49.0	58.0
50.0	37.0
51.0	49.0
52.0	61.0
53.0	29.0
54.0	46.0
55.0	84.0
56.0	151.0
57.0	58.0
58.0	101.0
59.0	11212.0
60.0	17277.0
