#Duplication rate	Coverage
1.0	5057.0
2.0	2656.0
3.0	1665.0
4.0	1121.0
5.0	884.0
6.0	627.0
7.0	512.0
8.0	435.0
9.0	351.0
10.0	312.0
11.0	264.0
12.0	232.0
13.0	211.0
14.0	170.0
15.0	167.0
16.0	133.0
17.0	136.0
18.0	126.0
19.0	97.0
20.0	86.0
21.0	85.0
22.0	86.0
23.0	71.0
24.0	72.0
25.0	33.0
26.0	50.0
27.0	61.0
28.0	53.0
29.0	48.0
30.0	48.0
31.0	45.0
32.0	20.0
33.0	30.0
34.0	28.0
35.0	30.0
36.0	28.0
37.0	33.0
38.0	24.0
39.0	23.0
40.0	25.0
41.0	16.0
42.0	18.0
43.0	23.0
44.0	18.0
45.0	11.0
46.0	10.0
47.0	19.0
48.0	16.0
49.0	11.0
50.0	293.0
