#Duplication rate	Coverage
1.0	5781.0
2.0	4417.0
3.0	3229.0
4.0	2272.0
5.0	1723.0
6.0	1280.0
7.0	1027.0
8.0	748.0
9.0	552.0
10.0	434.0
11.0	380.0
12.0	268.0
13.0	224.0
14.0	197.0
15.0	158.0
16.0	126.0
17.0	88.0
18.0	85.0
19.0	58.0
20.0	60.0
21.0	42.0
22.0	33.0
23.0	26.0
24.0	24.0
25.0	32.0
26.0	25.0
27.0	17.0
28.0	16.0
29.0	15.0
30.0	14.0
31.0	6.0
32.0	9.0
33.0	8.0
34.0	5.0
35.0	8.0
36.0	6.0
37.0	3.0
38.0	0.0
39.0	3.0
40.0	2.0
41.0	1.0
42.0	1.0
43.0	0.0
44.0	2.0
45.0	1.0
46.0	2.0
47.0	3.0
48.0	2.0
49.0	1.0
50.0	9.0
