#Mapping quality	mapping quality
8.0	1.0
11.0	24.0
12.0	11.0
13.0	1.0
14.0	1.0
16.0	2.0
17.0	1.0
18.0	1.0
19.0	1.0
20.0	1.0
21.0	4.0
22.0	4.0
23.0	6.0
24.0	6.0
25.0	5.0
26.0	9.0
27.0	8.0
28.0	12.0
29.0	21.0
30.0	16.0
31.0	14.0
32.0	15.0
33.0	19.0
34.0	19.0
35.0	16.0
36.0	21.0
37.0	16.0
38.0	19.0
39.0	10.0
40.0	13.0
41.0	9.0
42.0	14.0
43.0	13.0
44.0	46.0
45.0	48.0
46.0	37.0
47.0	72.0
48.0	64.0
49.0	55.0
50.0	37.0
51.0	39.0
52.0	94.0
53.0	50.0
54.0	66.0
55.0	63.0
56.0	83.0
57.0	171.0
58.0	416.0
59.0	5311.0
60.0	22918.0
